#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8711369.1         -            790 7154at5125           -            665         0 1266.6  34.5   1   3  8.2e-281  1.3e-277  922.1  28.2     1   470    20   511    20   529 0.96 Sulfate permease 2 [Beauveria bassiana]
KAH8711369.1         -            790 7154at5125           -            665         0 1266.6  34.5   2   3   7.2e-95   1.2e-91  307.7   0.1   466   635   532   719   521   727 0.93 Sulfate permease 2 [Beauveria bassiana]
KAH8711369.1         -            790 7154at5125           -            665         0 1266.6  34.5   3   3     9e-14   1.4e-10   39.7   0.0   628   665   750   787   741   787 0.88 Sulfate permease 2 [Beauveria bassiana]
KAH8717453.1         -            830 7154at5125           -            665  5.1e-262  870.6  20.5   1   3  1.9e-193  3.1e-190  633.4  18.9     3   477    35   531    33   537 0.93 Sulfate permease 2 [Beauveria bassiana]
KAH8717453.1         -            830 7154at5125           -            665  5.1e-262  870.6  20.5   2   3   6.2e-69   9.9e-66  222.0   0.0   468   636   549   735   542   743 0.88 Sulfate permease 2 [Beauveria bassiana]
KAH8717453.1         -            830 7154at5125           -            665  5.1e-262  870.6  20.5   3   3   9.8e-06     0.016   13.1   0.0   638   664   789   815   776   816 0.85 Sulfate permease 2 [Beauveria bassiana]
KAH8713841.1         -            466 7154at5125           -            665  2.6e-129  432.0   8.2   1   2  5.7e-128  9.1e-125  417.1   5.8   270   628     3   392     1   409 0.91 Sulfate permease 2 [Beauveria bassiana]
KAH8713841.1         -            466 7154at5125           -            665  2.6e-129  432.0   8.2   2   2   9.4e-06     0.015   13.2   0.0   640   664   433   457   422   458 0.86 Sulfate permease 2 [Beauveria bassiana]
KAH8718524.1         -            677 7154at5125           -            665   3.6e-96  322.6   7.6   1   1   3.3e-99   5.3e-96  322.0   7.6    33   598    46   631    20   659 0.86 putative sulfate permease C3H7.02 [Beauveria bassiana]
KAH8713840.1         -            327 7154at5125           -            665     1e-78  264.9   2.3   1   1   8.4e-82   1.4e-78  264.5   2.3     9   272    39   324    32   326 0.90 Sulfate permease 2 [Beauveria bassiana]
KAH8711535.1         -            770 7154at5125           -            665   2.4e-27   95.1  17.5   1   1   3.2e-30   5.2e-27   94.0  17.5    34   462   159   611   151   620 0.77 putative sulfate transporter [Beauveria bassiana]
KAH8717212.1         -            136 7154at5125           -            665     0.077   10.9   4.9   1   2     0.066   1.1e+02    0.5   0.1   214   254    13    56     5    60 0.63 hypothetical protein HC256_001913 [Beauveria bassiana]
KAH8717212.1         -            136 7154at5125           -            665     0.077   10.9   4.9   2   2   2.1e-05     0.034   12.0   1.8   357   401    57   103    54   126 0.74 hypothetical protein HC256_001913 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/7154at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/7154at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/7154at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:25:59 2024
# [ok]
