#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8718792.1         -           1553 1287at5125           -            903         0 1506.2  44.1   1   7       0.2   5.6e+02   -2.6   0.1     8    24    69    85    65    90 0.76 Uncharacterized protein HC256_003421 [Beauveria bassiana]
KAH8718792.1         -           1553 1287at5125           -            903         0 1506.2  44.1   2   7   1.8e-08   5.2e-05   20.7   9.5    20    54   206   240   195   283 0.81 Uncharacterized protein HC256_003421 [Beauveria bassiana]
KAH8718792.1         -           1553 1287at5125           -            903         0 1506.2  44.1   3   7   0.00091       2.6    5.1   6.0    13    96   278   369   265   390 0.63 Uncharacterized protein HC256_003421 [Beauveria bassiana]
KAH8718792.1         -           1553 1287at5125           -            903         0 1506.2  44.1   4   7     0.071     2e+02   -1.1   0.2    67   100   423   456   406   466 0.78 Uncharacterized protein HC256_003421 [Beauveria bassiana]
KAH8718792.1         -           1553 1287at5125           -            903         0 1506.2  44.1   5   7         0         0 1398.1   0.2    74   802   502  1307   489  1309 0.92 Uncharacterized protein HC256_003421 [Beauveria bassiana]
KAH8718792.1         -           1553 1287at5125           -            903         0 1506.2  44.1   6   7     9e-05      0.25    8.5   1.0   763   824  1291  1357  1284  1378 0.76 Uncharacterized protein HC256_003421 [Beauveria bassiana]
KAH8718792.1         -           1553 1287at5125           -            903         0 1506.2  44.1   7   7   1.6e-31   4.5e-28   97.0   0.1   828   902  1424  1516  1382  1517 0.80 Uncharacterized protein HC256_003421 [Beauveria bassiana]
KAH8720658.1         -            731 1287at5125           -            903  8.9e-149  496.4   0.0   1   3   0.00077       2.2    5.4   0.0   158   201    75   114    64   118 0.88 Uncharacterized protein HC256_001044 [Beauveria bassiana]
KAH8720658.1         -            731 1287at5125           -            903  8.9e-149  496.4   0.0   2   3    1e-144  2.9e-141  471.6   0.1   295   766   131   651   111   660 0.84 Uncharacterized protein HC256_001044 [Beauveria bassiana]
KAH8720658.1         -            731 1287at5125           -            903  8.9e-149  496.4   0.0   3   3     1e-05     0.029   11.6   0.0   830   886   666   722   651   726 0.88 Uncharacterized protein HC256_001044 [Beauveria bassiana]
KAH8715646.1         -           1189 1287at5125           -            903   1.5e-63  214.3   0.3   1   3   9.2e-06     0.026   11.8   0.0   149   187   563   599   559   611 0.86 Uncharacterized protein HC256_004447 [Beauveria bassiana]
KAH8715646.1         -           1189 1287at5125           -            903   1.5e-63  214.3   0.3   2   3   4.3e-42   1.2e-38  132.0   0.2   306   619   628   954   619   963 0.82 Uncharacterized protein HC256_004447 [Beauveria bassiana]
KAH8715646.1         -           1189 1287at5125           -            903   1.5e-63  214.3   0.3   3   3   1.6e-22   4.4e-19   67.3   0.0   596   760   965  1132   953  1177 0.78 Uncharacterized protein HC256_004447 [Beauveria bassiana]
KAH8710864.1         -            709 1287at5125           -            903      0.53    7.4  10.3   1   1   0.00028      0.79    6.8  10.3    14   119   501   609   493   631 0.71 hypothetical protein HC256_007695 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/1287at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/1287at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/1287at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:24:02 2024
# [ok]
