#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8719024.1         -           1127 7407at5125           -            808         0 1322.1  10.4   1   4   0.00019      0.54    7.5   0.0     5    26    69    90    60   106 0.87 Uncharacterized protein HC256_003646 [Beauveria bassiana]
KAH8719024.1         -           1127 7407at5125           -            808         0 1322.1  10.4   2   4  2.4e-106  6.6e-103  344.5   0.1    25   222   145   357   124   362 0.93 Uncharacterized protein HC256_003646 [Beauveria bassiana]
KAH8719024.1         -           1127 7407at5125           -            808         0 1322.1  10.4   3   4  1.5e-159  4.2e-156  520.5   1.1   220   549   378   782   369   822 0.83 Uncharacterized protein HC256_003646 [Beauveria bassiana]
KAH8719024.1         -           1127 7407at5125           -            808         0 1322.1  10.4   4   4  4.5e-139  1.3e-135  452.8   0.3   544   808   852  1122   841  1122 0.94 Uncharacterized protein HC256_003646 [Beauveria bassiana]
KAH8719633.1         -            559 7407at5125           -            808    0.0066   13.8   2.7   1   3     0.026        74    0.4   0.0   569   639   124   194    94   200 0.79 Vacuolar protein 8 [Beauveria bassiana]
KAH8719633.1         -            559 7407at5125           -            808    0.0066   13.8   2.7   2   3   2.7e-06    0.0076   13.6   0.3   555   657   190   300   177   310 0.70 Vacuolar protein 8 [Beauveria bassiana]
KAH8719633.1         -            559 7407at5125           -            808    0.0066   13.8   2.7   3   3      0.22   6.3e+02   -2.7   0.1   568   608   330   367   323   416 0.65 Vacuolar protein 8 [Beauveria bassiana]
KAH8715118.1         -            551 7407at5125           -            808      0.04   11.2   0.0   1   4    0.0008       2.2    5.4   0.0   555   601   106   152    84   160 0.74 Importin subunit alpha [Beauveria bassiana]
KAH8715118.1         -            551 7407at5125           -            808      0.04   11.2   0.0   2   4      0.11     3e+02   -1.6   0.0   563   598   156   191   146   195 0.79 Importin subunit alpha [Beauveria bassiana]
KAH8715118.1         -            551 7407at5125           -            808      0.04   11.2   0.0   3   4     0.041   1.1e+02   -0.2   0.0   569   602   331   364   318   371 0.84 Importin subunit alpha [Beauveria bassiana]
KAH8715118.1         -            551 7407at5125           -            808      0.04   11.2   0.0   4   4     0.022        63    0.6   0.0   559   598   363   402   355   407 0.87 Importin subunit alpha [Beauveria bassiana]
KAH8721209.1         -            312 7407at5125           -            808      0.13    9.5   0.0   1   1   6.9e-05      0.19    9.0   0.0   275   376    32   135    25   145 0.84 Methyltransferase tpcH [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/7407at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/7407at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/7407at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:26:05 2024
# [ok]
