#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8718430.1         -            872 9917at5125           -            653         0 1159.3  15.7   1   4    0.0031        12    3.1   0.1     6    28    10    35     2    42 0.73 hypothetical protein HC256_003073 [Beauveria bassiana]
KAH8718430.1         -            872 9917at5125           -            653         0 1159.3  15.7   2   4     2e-30   7.4e-27   93.0   0.0    24    98    89   176    77   222 0.82 hypothetical protein HC256_003073 [Beauveria bassiana]
KAH8718430.1         -            872 9917at5125           -            653         0 1159.3  15.7   3   4   4.9e-61   1.8e-57  194.1   0.2    95   209   231   345   221   356 0.95 hypothetical protein HC256_003073 [Beauveria bassiana]
KAH8718430.1         -            872 9917at5125           -            653         0 1159.3  15.7   4   4  2.7e-267  9.9e-264  875.6   3.4   213   650   401   861   382   864 0.94 hypothetical protein HC256_003073 [Beauveria bassiana]
KAH8720328.1         -            724 9917at5125           -            653  1.4e-114  382.8   2.7   1   3     0.012        43    1.2   0.0    72    92   251   271   243   283 0.79 hypothetical protein HC256_000725 [Beauveria bassiana]
KAH8720328.1         -            724 9917at5125           -            653  1.4e-114  382.8   2.7   2   3   1.6e-57   5.8e-54  182.5   0.0    95   293   312   519   306   522 0.91 hypothetical protein HC256_000725 [Beauveria bassiana]
KAH8720328.1         -            724 9917at5125           -            653  1.4e-114  382.8   2.7   3   3   2.9e-62   1.1e-58  198.2   0.3   444   638   521   717   518   722 0.92 hypothetical protein HC256_000725 [Beauveria bassiana]
KAH8709091.1         -           1279 9917at5125           -            653  5.5e-107  357.7  17.9   1   2   3.1e-13   1.2e-09   36.2   0.1   110   206   217   297   204   307 0.86 hypothetical protein HC256_009017 [Beauveria bassiana]
KAH8709091.1         -           1279 9917at5125           -            653  5.5e-107  357.7  17.9   2   2   3.8e-99   1.4e-95  320.0  13.0   212   641   368   765   357   772 0.90 hypothetical protein HC256_009017 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/9917at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/9917at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/9917at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:25:54 2024
# [ok]
