#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8712686.1         -           1171 5919at5125           -            740  1.7e-215  717.2 109.4   1   9   2.6e-08   0.00015   19.8   7.7    35    86    11    63     2    64 0.83 hypothetical protein HC256_005866 [Beauveria bassiana]
KAH8712686.1         -           1171 5919at5125           -            740  1.7e-215  717.2 109.4   2   9   3.5e-26     2e-22   78.9  18.9    49   144    49   169    36   175 0.74 hypothetical protein HC256_005866 [Beauveria bassiana]
KAH8712686.1         -           1171 5919at5125           -            740  1.7e-215  717.2 109.4   3   9     0.015        86    0.7   0.2   146   164   209   227   187   251 0.61 hypothetical protein HC256_005866 [Beauveria bassiana]
KAH8712686.1         -           1171 5919at5125           -            740  1.7e-215  717.2 109.4   4   9   0.00064       3.6    5.3   0.3   158   191   247   281   239   336 0.65 hypothetical protein HC256_005866 [Beauveria bassiana]
KAH8712686.1         -           1171 5919at5125           -            740  1.7e-215  717.2 109.4   5   9   2.7e-07    0.0015   16.4   0.3   176   235   336   393   330   403 0.77 hypothetical protein HC256_005866 [Beauveria bassiana]
KAH8712686.1         -           1171 5919at5125           -            740  1.7e-215  717.2 109.4   6   9   3.4e-52   1.9e-48  164.9  23.7   232   355   575   707   433   727 0.74 hypothetical protein HC256_005866 [Beauveria bassiana]
KAH8712686.1         -           1171 5919at5125           -            740  1.7e-215  717.2 109.4   7   9   9.8e-16   5.5e-12   44.3   0.2   354   416   733   801   723   804 0.80 hypothetical protein HC256_005866 [Beauveria bassiana]
KAH8712686.1         -           1171 5919at5125           -            740  1.7e-215  717.2 109.4   8   9   1.5e-72   8.5e-69  232.2   0.4   455   581   806   943   803   957 0.91 hypothetical protein HC256_005866 [Beauveria bassiana]
KAH8712686.1         -           1171 5919at5125           -            740  1.7e-215  717.2 109.4   9   9     5e-60   2.8e-56  190.8  13.1   584   740   978  1171   958  1171 0.79 hypothetical protein HC256_005866 [Beauveria bassiana]
KAH8712735.1         -             69 5919at5125           -            740     0.055   11.3   2.0   1   1     1e-05     0.058   11.2   2.0   117   162    23    68     9    69 0.87 hypothetical protein HC256_005909 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/5919at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/5919at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/5919at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:25:37 2024
# [ok]
