#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8709728.1         -           1573 1128at5125           -           1051         0 1808.9  77.1   1   5         0         0 1108.1  15.9     2   554    17   589    16   623 0.96 WSC domain-containing protein [Beauveria bassiana]
KAH8709728.1         -           1573 1128at5125           -           1051         0 1808.9  77.1   2   5  1.2e-186  1.5e-183  611.4  24.0   557   988   623  1129   600  1152 0.89 WSC domain-containing protein [Beauveria bassiana]
KAH8709728.1         -           1573 1128at5125           -           1051         0 1808.9  77.1   3   5   4.6e-20   5.7e-17   59.9   6.0   906   996  1209  1308  1196  1359 0.74 WSC domain-containing protein [Beauveria bassiana]
KAH8709728.1         -           1573 1128at5125           -           1051         0 1808.9  77.1   4   5   3.1e-08   3.8e-05   20.8   1.4   760   848  1395  1485  1382  1491 0.80 WSC domain-containing protein [Beauveria bassiana]
KAH8709728.1         -           1573 1128at5125           -           1051         0 1808.9  77.1   5   5   1.4e-11   1.7e-08   31.8   1.6   930   995  1484  1563  1480  1569 0.69 WSC domain-containing protein [Beauveria bassiana]
KAH8715152.1         -            964 1128at5125           -           1051   3.2e-44  150.1  32.4   1   4     0.026        32    1.2   0.0   630   699   472   542   445   550 0.80 WSC domain-containing protein [Beauveria bassiana]
KAH8715152.1         -            964 1128at5125           -           1051   3.2e-44  150.1  32.4   2   4   5.9e-19   7.3e-16   56.3   4.3   897   993   619   724   613   735 0.84 WSC domain-containing protein [Beauveria bassiana]
KAH8715152.1         -            964 1128at5125           -           1051   3.2e-44  150.1  32.4   3   4   1.1e-17   1.4e-14   52.0   4.2   903   987   734   827   730   834 0.86 WSC domain-containing protein [Beauveria bassiana]
KAH8715152.1         -            964 1128at5125           -           1051   3.2e-44  150.1  32.4   4   4   3.4e-18   4.2e-15   53.7   5.6   898   989   835   935   829   940 0.83 WSC domain-containing protein [Beauveria bassiana]
KAH8716089.1         -            827 1128at5125           -           1051   2.3e-21   74.5  19.2   1   2   1.3e-12   1.6e-09   35.3   7.5   905   987    35   125    23   136 0.80 WSC domain-containing protein [Beauveria bassiana]
KAH8716089.1         -            827 1128at5125           -           1051   2.3e-21   74.5  19.2   2   2   1.6e-15   1.9e-12   44.9   4.0   903   998   136   244   126   256 0.82 WSC domain-containing protein [Beauveria bassiana]
KAH8713987.1         -           1764 1128at5125           -           1051   2.6e-20   71.0  25.5   1   1   4.1e-23   5.2e-20   70.0  25.5   832   997    57   243    22   248 0.76 Endo-1,4-beta-xylanase B [Beauveria bassiana]
KAH8715797.1         -            632 1128at5125           -           1051   5.3e-14   50.1   3.2   1   1   6.8e-17   8.5e-14   49.4   3.2   902  1002   511   621   471   628 0.83 WSC domain-containing protein [Beauveria bassiana]
KAH8717672.1         -            167 1128at5125           -           1051   2.5e-13   47.9   4.5   1   1   2.7e-16   3.3e-13   47.5   4.5   906   992    36   143    24   161 0.74 WSC domain-containing protein [Beauveria bassiana]
KAH8716227.1         -            153 1128at5125           -           1051   5.8e-12   43.3  11.4   1   2   8.2e-14     1e-10   39.2   7.6   908   988    43   132    37   136 0.77 WSC domain-containing protein [Beauveria bassiana]
KAH8716227.1         -            153 1128at5125           -           1051   5.8e-12   43.3  11.4   2   2   0.00067      0.84    6.4   0.1   896   913   135   152   131   153 0.90 WSC domain-containing protein [Beauveria bassiana]
KAH8712729.1         -            222 1128at5125           -           1051   1.5e-08   32.1   3.1   1   1   1.6e-11     2e-08   31.6   2.8   923   986   140   206   114   214 0.80 WSC domain-containing protein [Beauveria bassiana]
KAH8716224.1         -            656 1128at5125           -           1051   2.2e-08   31.5   4.9   1   1   4.8e-11     6e-08   30.1   4.9   878   985     5   129     2   135 0.70 WSC domain-containing protein [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/1128at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/1128at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/1128at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:23:42 2024
# [ok]
