#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8711141.1         -            890 29375at5125          -            689  6.6e-197  655.5 129.2   1   4  1.5e-101   5.5e-98  328.6  64.0     1   364     1   412     1   416 0.85 hypothetical protein HC256_007956 [Beauveria bassiana]
KAH8711141.1         -            890 29375at5125          -            689  6.6e-197  655.5 129.2   2   4   7.5e-09   2.8e-05   22.2   2.6   354   440   433   516   421   535 0.71 hypothetical protein HC256_007956 [Beauveria bassiana]
KAH8711141.1         -            890 29375at5125          -            689  6.6e-197  655.5 129.2   3   4   4.9e-99   1.8e-95  320.3  30.7   435   675   560   837   552   842 0.72 hypothetical protein HC256_007956 [Beauveria bassiana]
KAH8711141.1         -            890 29375at5125          -            689  6.6e-197  655.5 129.2   4   4      0.12   4.3e+02   -1.6  14.9   613   670   831   890   822   890 0.75 hypothetical protein HC256_007956 [Beauveria bassiana]
KAH8711142.1         -            976 29375at5125          -            689  1.1e-196  654.8 129.0   1   4  1.6e-101   5.9e-98  328.5  63.8     1   364    87   498    87   502 0.85 hypothetical protein HC256_007956 [Beauveria bassiana]
KAH8711142.1         -            976 29375at5125          -            689  1.1e-196  654.8 129.0   2   4   8.4e-09   3.2e-05   22.0   2.6   354   440   519   602   507   621 0.71 hypothetical protein HC256_007956 [Beauveria bassiana]
KAH8711142.1         -            976 29375at5125          -            689  1.1e-196  654.8 129.0   3   4   5.7e-99   2.1e-95  320.0  30.6   435   675   646   923   638   928 0.72 hypothetical protein HC256_007956 [Beauveria bassiana]
KAH8711142.1         -            976 29375at5125          -            689  1.1e-196  654.8 129.0   4   4      0.13   4.8e+02   -1.7  14.9   613   670   917   976   908   976 0.75 hypothetical protein HC256_007956 [Beauveria bassiana]
KAH8713286.1         -             71 29375at5125          -            689      0.32    8.8  14.7   1   1   8.9e-05      0.33    8.7  14.7   633   675    11    53     2    69 0.35 hypothetical protein HC256_006448 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/29375at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/29375at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/29375at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:24:26 2024
# [ok]
