#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2   1  11       1.9   1.1e+04   -6.6   8.9   253   271    13    31     2    47 0.65 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2   2  11   1.8e-34     1e-30  106.0  12.9    16   138    51   187    31   194 0.85 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2   3  11   4.1e-37   2.3e-33  114.7  96.9    84   362   182   552   176   557 0.74 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2   4  11   1.3e-13   7.6e-10   36.9  14.5   301   407   550   663   547   667 0.68 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2   5  11         2   1.1e+04  -21.8  40.3   247   318   666   737   661   741 0.49 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2   6  11   4.5e-16   2.6e-12   45.1   3.3   403   455   744   796   738   809 0.89 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2   7  11         2   1.1e+04  -10.8  13.3   238   262   819   843   805   855 0.68 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2   8  11     2e-05      0.11    9.9   0.9   451   480   855   884   849   893 0.83 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2   9  11   1.3e-05     0.071   10.6   0.2   479   503   910   934   905   948 0.86 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2  10  11   4.4e-54   2.5e-50  170.9   2.0   494   627   950  1091   942  1095 0.86 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8715914.1         -           1456 11019at5125          -            842  4.7e-219  729.0 273.2  11  11   6.4e-88   3.6e-84  282.8  25.7   602   842  1100  1446  1094  1446 0.83 hypothetical protein HC256_004706 [Beauveria bassiana]
KAH8709071.1         -            573 11019at5125          -            842     0.022   12.3   0.2   1   1     6e-06     0.034   11.6   0.2   668   708   290   330   279   337 0.87 hypothetical protein HC256_008997 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/11019at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/11019at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/11019at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:23:34 2024
# [ok]
