#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8718423.1         -           1016 8997at5125           -            762         0 1295.4  82.1   1   4     0.016        13    3.3   8.1     2    45     3    52     2    87 0.54 Kinesin-related protein 11 [Beauveria bassiana]
KAH8718423.1         -           1016 8997at5125           -            762         0 1295.4  82.1   2   4   1.1e-28   8.5e-26   89.8  16.8    20   143    76   217    57   221 0.73 Kinesin-related protein 11 [Beauveria bassiana]
KAH8718423.1         -           1016 8997at5125           -            762         0 1295.4  82.1   3   4  1.7e-287  1.4e-284  945.6  20.1   125   615   219   760   214   770 0.90 Kinesin-related protein 11 [Beauveria bassiana]
KAH8718423.1         -           1016 8997at5125           -            762         0 1295.4  82.1   4   4   2.4e-77   1.9e-74  250.7  20.3   586   757   768   975   757   979 0.87 Kinesin-related protein 11 [Beauveria bassiana]
KAH8715944.1         -           1031 8997at5125           -            762   5.7e-62  209.4   2.6   1   1   1.3e-64   1.1e-61  208.6   2.6   180   474    98   379    89   465 0.88 Kinesin-like protein 5 [Beauveria bassiana]
KAH8718328.1         -            926 8997at5125           -            762   5.4e-59  199.6   0.5   1   4   6.8e-62   5.4e-59  199.6   0.5   175   480    45   334     9   347 0.87 Kinesin heavy chain [Beauveria bassiana]
KAH8718328.1         -            926 8997at5125           -            762   5.4e-59  199.6   0.5   2   4       4.3   3.4e+03   -4.8   1.7   691   732   522   563   487   565 0.54 Kinesin heavy chain [Beauveria bassiana]
KAH8718328.1         -            926 8997at5125           -            762   5.4e-59  199.6   0.5   3   4         1   8.1e+02   -2.7   0.8   688   745   665   721   656   731 0.68 Kinesin heavy chain [Beauveria bassiana]
KAH8718328.1         -            926 8997at5125           -            762   5.4e-59  199.6   0.5   4   4       4.2   3.4e+03   -4.7   2.5   511   556   795   838   778   856 0.59 Kinesin heavy chain [Beauveria bassiana]
KAH8715122.1         -            598 8997at5125           -            762   6.4e-58  196.1   3.1   1   2      0.53   4.2e+02   -1.7   0.0   125   156    26    57     6    64 0.71 Kinesin-like protein KIF1A [Beauveria bassiana]
KAH8715122.1         -            598 8997at5125           -            762   6.4e-58  196.1   3.1   2   2   1.1e-60   8.4e-58  195.7   1.9   181   544   109   476    98   488 0.82 Kinesin-like protein KIF1A [Beauveria bassiana]
KAH8708157.1         -           1746 8997at5125           -            762   1.3e-55  188.4   0.1   1   2       1.2     1e+03   -3.0   0.1   144   173     5    34     4    40 0.80 Kinesin-like protein unc-104 [Beauveria bassiana]
KAH8708157.1         -           1746 8997at5125           -            762   1.3e-55  188.4   0.1   2   2   1.7e-58   1.3e-55  188.4   0.1   188   485    76   368    59   374 0.87 Kinesin-like protein unc-104 [Beauveria bassiana]
KAH8718220.1         -           1192 8997at5125           -            762   8.8e-43  146.0  18.9   1   1   3.3e-45   2.6e-42  144.4  18.9   178   742   116   679     6   696 0.68 Kinesin-like protein bimC [Beauveria bassiana]
KAH8712459.1         -            805 8997at5125           -            762     2e-36  125.0   0.3   1   3         6   4.8e+03   -5.2   5.2   507   557   193   244   156   343 0.62 Kinesin-like protein klpA [Beauveria bassiana]
KAH8712459.1         -            805 8997at5125           -            762     2e-36  125.0   0.3   2   3      0.79   6.3e+02   -2.3   0.0   141   157   454   470   395   477 0.81 Kinesin-like protein klpA [Beauveria bassiana]
KAH8712459.1         -            805 8997at5125           -            762     2e-36  125.0   0.3   3   3   2.5e-39     2e-36  125.0   0.3   179   483   514   799   491   805 0.82 Kinesin-like protein klpA [Beauveria bassiana]
