#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAH8707999.1         -           2105 420at5125            -           1755         0 3189.7  46.6   1   4   1.1e-05      0.06    9.8   0.1    25    58   125   158   115   182 0.72 Calcium-channel protein cch1 [Beauveria bassiana]
KAH8707999.1         -           2105 420at5125            -           1755         0 3189.7  46.6   2   4   1.7e-17   9.4e-14   48.9   1.6    53   117   186   256   169   276 0.76 Calcium-channel protein cch1 [Beauveria bassiana]
KAH8707999.1         -           2105 420at5125            -           1755         0 3189.7  46.6   3   4         0         0 3126.0  31.8   119  1711   304  1981   263  1995 0.94 Calcium-channel protein cch1 [Beauveria bassiana]
KAH8707999.1         -           2105 420at5125            -           1755         0 3189.7  46.6   4   4   1.7e-06    0.0097   12.4   0.1  1724  1751  2068  2095  2053  2103 0.89 Calcium-channel protein cch1 [Beauveria bassiana]
KAH8708000.1         -           2105 420at5125            -           1755         0 3189.7  46.6   1   4   1.1e-05      0.06    9.8   0.1    25    58   125   158   115   182 0.72 Calcium-channel protein cch1 [Beauveria bassiana]
KAH8708000.1         -           2105 420at5125            -           1755         0 3189.7  46.6   2   4   1.7e-17   9.4e-14   48.9   1.6    53   117   186   256   169   276 0.76 Calcium-channel protein cch1 [Beauveria bassiana]
KAH8708000.1         -           2105 420at5125            -           1755         0 3189.7  46.6   3   4         0         0 3126.0  31.8   119  1711   304  1981   263  1995 0.94 Calcium-channel protein cch1 [Beauveria bassiana]
KAH8708000.1         -           2105 420at5125            -           1755         0 3189.7  46.6   4   4   1.7e-06    0.0097   12.4   0.1  1724  1751  2068  2095  2053  2103 0.89 Calcium-channel protein cch1 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/420at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_JEF-350/run_hypocreales_odb10/hmmer_output/initial_run_results/420at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/420at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_JEF-350_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:24:52 2024
# [ok]
