#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TQW03135.1           -            764 32693at5125          -            461  2.4e-110  369.4 188.5   1   6      0.59   3.3e+03   -3.6   0.5    73    93    46    66    31    75 0.57 hypothetical protein IF2G_09268 [Cordyceps javanica]
TQW03135.1           -            764 32693at5125          -            461  2.4e-110  369.4 188.5   2   6   3.6e-46     2e-42  145.5  52.7     1   164    77   305    77   314 0.77 hypothetical protein IF2G_09268 [Cordyceps javanica]
TQW03135.1           -            764 32693at5125          -            461  2.4e-110  369.4 188.5   3   6   3.5e-16   1.9e-12   46.6   5.1   155   214   314   389   308   392 0.78 hypothetical protein IF2G_09268 [Cordyceps javanica]
TQW03135.1           -            764 32693at5125          -            461  2.4e-110  369.4 188.5   4   6   2.6e-15   1.5e-11   43.7   5.9   211   273   411   484   401   488 0.76 hypothetical protein IF2G_09268 [Cordyceps javanica]
TQW03135.1           -            764 32693at5125          -            461  2.4e-110  369.4 188.5   5   6   8.9e-22     5e-18   65.1  15.2   255   340   482   571   473   579 0.75 hypothetical protein IF2G_09268 [Cordyceps javanica]
TQW03135.1           -            764 32693at5125          -            461  2.4e-110  369.4 188.5   6   6   2.1e-28   1.2e-24   86.9  79.0   318   454   581   749   572   764 0.77 hypothetical protein IF2G_09268 [Cordyceps javanica]
TQW10089.1           -            508 32693at5125          -            461       3.2    6.4  12.1   1   2    0.0085        47    2.5   0.2   366   397   315   346   308   351 0.88 hypothetical protein IF2G_02879 [Cordyceps javanica]
TQW10089.1           -            508 32693at5125          -            461       3.2    6.4  12.1   2   2   0.00044       2.5    6.7   6.8   343   404   387   448   361   460 0.79 hypothetical protein IF2G_02879 [Cordyceps javanica]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/32693at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Cjavanica_IJ2G/run_hypocreales_odb10/hmmer_output/initial_run_results/32693at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/32693at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:06:16 2024
# [ok]
