#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TQW07302.1           -           1081 4314at5125           -            736         0 1269.3  36.7   1   5     2e-17   7.5e-14   49.9   0.3     1    58    82   147    82   153 0.85 PX domain-containing protein [Cordyceps javanica]
TQW07302.1           -           1081 4314at5125           -            736         0 1269.3  36.7   2   5  2.1e-141  7.9e-138  459.8   0.7    43   305   154   441   149   466 0.89 PX domain-containing protein [Cordyceps javanica]
TQW07302.1           -           1081 4314at5125           -            736         0 1269.3  36.7   3   5    9e-118  3.4e-114  381.7   6.7   305   533   532   803   515   823 0.84 PX domain-containing protein [Cordyceps javanica]
TQW07302.1           -           1081 4314at5125           -            736         0 1269.3  36.7   4   5   1.7e-17   6.4e-14   50.2   3.7   520   568   818   867   806   878 0.86 PX domain-containing protein [Cordyceps javanica]
TQW07302.1           -           1081 4314at5125           -            736         0 1269.3  36.7   5   5    2e-106  7.4e-103  344.2   0.9   531   736   879  1081   870  1081 0.94 PX domain-containing protein [Cordyceps javanica]
TQW05866.1           -           1202 4314at5125           -            736    0.0039   14.5   0.9   1   3   0.00089       3.3    4.8   0.0    71   117   104   149    96   169 0.82 intermediate filament protein [Cordyceps javanica]
TQW05866.1           -           1202 4314at5125           -            736    0.0039   14.5   0.9   2   3      0.29   1.1e+03   -3.5   0.0   203   232   247   276   230   279 0.85 intermediate filament protein [Cordyceps javanica]
TQW05866.1           -           1202 4314at5125           -            736    0.0039   14.5   0.9   3   3   0.00016       0.6    7.3   0.0   359   383   903   927   855   990 0.82 intermediate filament protein [Cordyceps javanica]
TQW05345.1           -            379 4314at5125           -            736      0.06   10.6   3.1   1   1   2.4e-05     0.089   10.0   3.1   468   541    16    87     5   101 0.81 hypothetical protein IF2G_07282 [Cordyceps javanica]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/4314at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Cjavanica_IJ2G/run_hypocreales_odb10/hmmer_output/initial_run_results/4314at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/4314at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:07:10 2024
# [ok]
