#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TQW09173.1           -           1020 5530at5125           -            785         0 1103.2  28.7   1   3  2.1e-101   5.8e-98  328.1  12.5     1   252     1   297     1   299 0.89 armadillo repeat protein [Cordyceps javanica]
TQW09173.1           -           1020 5530at5125           -            785         0 1103.2  28.7   2   3   1.7e-40   4.8e-37  126.6   2.0   260   367   389   528   386   535 0.83 armadillo repeat protein [Cordyceps javanica]
TQW09173.1           -           1020 5530at5125           -            785         0 1103.2  28.7   3   3  2.9e-198  8.1e-195  648.4   0.5   368   784   550  1017   546  1018 0.92 armadillo repeat protein [Cordyceps javanica]
TQW03738.1           -            559 5530at5125           -            785   1.2e-10   39.4   4.5   1   4   3.6e-05     0.099    9.8   0.0   456   490    84   118    75   128 0.89 vacuolar protein 8 [Cordyceps javanica]
TQW03738.1           -            559 5530at5125           -            785   1.2e-10   39.4   4.5   2   4   0.00035      0.98    6.5   0.0   462   525   131   193   121   202 0.63 vacuolar protein 8 [Cordyceps javanica]
TQW03738.1           -            559 5530at5125           -            785   1.2e-10   39.4   4.5   3   4   1.5e-06    0.0041   14.4   0.2   452   529   203   281   198   300 0.85 vacuolar protein 8 [Cordyceps javanica]
TQW03738.1           -            559 5530at5125           -            785   1.2e-10   39.4   4.5   4   4   0.00023      0.65    7.1   0.0   437   530   356   448   343   499 0.86 vacuolar protein 8 [Cordyceps javanica]
TQW11083.1           -            551 5530at5125           -            785   2.5e-07   28.4   0.0   1   3   8.1e-06     0.022   12.0   0.0   456   528   121   193    91   226 0.84 importin alpha subunit [Cordyceps javanica]
TQW11083.1           -            551 5530at5125           -            785   2.5e-07   28.4   0.0   2   3   5.4e-06     0.015   12.5   0.0   432   537   266   371   257   391 0.92 importin alpha subunit [Cordyceps javanica]
TQW11083.1           -            551 5530at5125           -            785   2.5e-07   28.4   0.0   3   3      0.02        56    0.7   0.0   454   526   372   447   367   461 0.79 importin alpha subunit [Cordyceps javanica]
TQW01370.1           -            170 5530at5125           -            785     0.016   12.5   0.2   1   1   6.8e-06     0.019   12.2   0.2   108   170    84   146    71   159 0.83 hypothetical protein IF2G_11108 [Cordyceps javanica]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/5530at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Cjavanica_IJ2G/run_hypocreales_odb10/hmmer_output/initial_run_results/5530at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/5530at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:07:28 2024
# [ok]
