#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TQW03469.1           -           2518 7210at5125           -           1576         0 1921.3  75.9   1   8   1.1e-14   4.2e-11   40.4   0.8     1    54     1    85     1    98 0.95 Mus7/MMS22 conserved region [Cordyceps javanica]
TQW03469.1           -           2518 7210at5125           -           1576         0 1921.3  75.9   2   8   1.1e-39   4.3e-36  123.2  14.4    56   209   147   337   119   345 0.73 Mus7/MMS22 conserved region [Cordyceps javanica]
TQW03469.1           -           2518 7210at5125           -           1576         0 1921.3  75.9   3   8   7.1e-23   2.6e-19   67.6   3.7   200   299   376   483   369   500 0.83 Mus7/MMS22 conserved region [Cordyceps javanica]
TQW03469.1           -           2518 7210at5125           -           1576         0 1921.3  75.9   4   8     0.026        98   -0.6   0.1   299   329   511   541   492   555 0.69 Mus7/MMS22 conserved region [Cordyceps javanica]
TQW03469.1           -           2518 7210at5125           -           1576         0 1921.3  75.9   5   8   4.1e-34   1.5e-30  104.8  10.6   275   444   540   730   523   734 0.72 Mus7/MMS22 conserved region [Cordyceps javanica]
TQW03469.1           -           2518 7210at5125           -           1576         0 1921.3  75.9   6   8   0.00022      0.82    6.3   0.0   441   472   772   811   754   821 0.84 Mus7/MMS22 conserved region [Cordyceps javanica]
TQW03469.1           -           2518 7210at5125           -           1576         0 1921.3  75.9   7   8         0         0 1595.1   7.1   469  1521   848  1990   844  2012 0.92 Mus7/MMS22 conserved region [Cordyceps javanica]
TQW03469.1           -           2518 7210at5125           -           1576         0 1921.3  75.9   8   8   9.8e-05      0.36    7.4   0.3  1523  1551  2036  2064  2019  2069 0.74 Mus7/MMS22 conserved region [Cordyceps javanica]
TQW09116.1           -           1578 7210at5125           -           1576      0.56    6.8   3.7   1   1   0.00022      0.81    6.3   3.7    97   227  1374  1506  1361  1518 0.75 BTB domain and ankyrin repeat protein [Cordyceps javanica]
TQW05874.1           -            296 7210at5125           -           1576       1.5    5.5   6.6   1   1   0.00051       1.9    5.1   6.6   140   226    18   106     4   118 0.62 hypothetical protein IF2G_06996 [Cordyceps javanica]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/7210at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Cjavanica_IJ2G/run_hypocreales_odb10/hmmer_output/initial_run_results/7210at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/7210at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:07:55 2024
# [ok]
