#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TQW07035.1           -           1183 4093at5125           -            739         0 1094.1  45.6   1   4   3.1e-10   6.9e-07   26.9   0.0     2    45    60   115    59   117 0.85 integral membrane protein [Cordyceps javanica]
TQW07035.1           -           1183 4093at5125           -            739         0 1094.1  45.6   2   4    4e-266  8.9e-263  872.9  31.1    54   591   203   819   198   824 0.90 integral membrane protein [Cordyceps javanica]
TQW07035.1           -           1183 4093at5125           -            739         0 1094.1  45.6   3   4   2.6e-60   5.8e-57  192.5   1.5   585   697   868   989   863  1013 0.85 integral membrane protein [Cordyceps javanica]
TQW07035.1           -           1183 4093at5125           -            739         0 1094.1  45.6   4   4     0.028        62    0.6   0.1   699   719  1105  1125  1082  1173 0.73 integral membrane protein [Cordyceps javanica]
TQW06248.1           -            309 4093at5125           -            739   1.2e-22   79.1   2.0   1   1     6e-26   1.3e-22   78.9   2.0    39   305    24   305     3   309 0.74 integral membrane protein [Cordyceps javanica]
TQW02002.1           -            727 4093at5125           -            739   2.8e-12   44.8  21.5   1   2   1.8e-05     0.039   11.2   0.3    88   195   146   244   127   267 0.71 DUF907 domain protein [Cordyceps javanica]
TQW02002.1           -            727 4093at5125           -            739   2.8e-12   44.8  21.5   2   2   3.5e-13   7.8e-10   36.7  15.9   223   481   328   599   321   607 0.77 DUF907 domain protein [Cordyceps javanica]
TQW04721.1           -            803 4093at5125           -            739   3.4e-07   27.9  20.2   1   1   2.5e-10   5.5e-07   27.3  20.2   209   484   314   600   298   609 0.74 DUF907 domain protein [Cordyceps javanica]
TQW12220.1           -            995 4093at5125           -            739     0.088   10.1  22.4   1   3   0.00037      0.82    6.8   1.4    90   200   181   282   141   297 0.74 TRP-like ion channel [Cordyceps javanica]
TQW12220.1           -            995 4093at5125           -            739     0.088   10.1  22.4   2   3      0.32   7.1e+02   -2.9   1.4   236   323   381   469   376   494 0.58 TRP-like ion channel [Cordyceps javanica]
TQW12220.1           -            995 4093at5125           -            739     0.088   10.1  22.4   3   3   9.3e-07    0.0021   15.4   5.0   344   479   549   684   531   690 0.90 TRP-like ion channel [Cordyceps javanica]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/4093at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Cjavanica_IJ2G/run_hypocreales_odb10/hmmer_output/initial_run_results/4093at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/4093at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:06:49 2024
# [ok]
