#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TQW07872.1           -           1776 522at5125            -           1440         0 2688.6  13.7   1   4         0         0 1089.5   0.0     1   591     1   643     1   657 0.95 chitin synthase 6 [Cordyceps javanica]
TQW07872.1           -           1776 522at5125            -           1440         0 2688.6  13.7   2   4   8.5e-63   1.1e-59  201.4   0.9   582   737   668   878   649   888 0.83 chitin synthase 6 [Cordyceps javanica]
TQW07872.1           -           1776 522at5125            -           1440         0 2688.6  13.7   3   4         0         0 1307.2   3.2   738  1361   923  1621   916  1635 0.93 chitin synthase 6 [Cordyceps javanica]
TQW07872.1           -           1776 522at5125            -           1440         0 2688.6  13.7   4   4   8.2e-30     1e-26   92.1   0.0  1383  1440  1719  1776  1646  1776 0.87 chitin synthase 6 [Cordyceps javanica]
TQW07873.1           -           1859 522at5125            -           1440  1.1e-268  893.9  13.9   1   5   1.9e-05     0.024   11.3   0.2    36   256    47   284    17   300 0.65 chitin synthase 6 [Cordyceps javanica]
TQW07873.1           -           1859 522at5125            -           1440  1.1e-268  893.9  13.9   2   5      0.26   3.3e+02   -2.4   0.0   267   328   344   405   310   441 0.71 chitin synthase 6 [Cordyceps javanica]
TQW07873.1           -           1859 522at5125            -           1440  1.1e-268  893.9  13.9   3   5     0.029        36    0.8   0.0   474   558   687   772   676   783 0.76 chitin synthase 6 [Cordyceps javanica]
TQW07873.1           -           1859 522at5125            -           1440  1.1e-268  893.9  13.9   4   5   9.8e-21   1.2e-17   62.0   0.1   609   685   865   944   816   956 0.81 chitin synthase 6 [Cordyceps javanica]
TQW07873.1           -           1859 522at5125            -           1440  1.1e-268  893.9  13.9   5   5  4.9e-251  6.1e-248  825.1   1.5   771  1426  1164  1845  1133  1852 0.87 chitin synthase 6 [Cordyceps javanica]
TQW06894.1           -           1213 522at5125            -           1440  2.8e-161  537.9   1.3   1   2   1.5e-07   0.00018   18.3   0.0   601   682   168   257   140   264 0.72 chitin synthase D [Cordyceps javanica]
TQW06894.1           -           1213 522at5125            -           1440  2.8e-161  537.9   1.3   2   2  2.1e-158  2.6e-155  518.2   0.5   836  1310   674  1173   671  1181 0.90 chitin synthase D [Cordyceps javanica]
TQW04300.1           -            639 522at5125            -           1440   2.9e-32  110.5   1.4   1   1   3.3e-35   4.1e-32  109.9   1.4   799  1286   137   627   124   633 0.74 chitin synthase [Cordyceps javanica]
TQW01807.1           -           1059 522at5125            -           1440   4.9e-21   73.2   0.0   1   2   5.7e-21     7e-18   62.8   0.0   999  1197   381   591   374   624 0.76 chitin synthase G [Cordyceps javanica]
TQW01807.1           -           1059 522at5125            -           1440   4.9e-21   73.2   0.0   2   2   0.00016       0.2    8.3   0.0  1216  1276   726   787   715   852 0.82 chitin synthase G [Cordyceps javanica]
TQW01876.1           -            624 522at5125            -           1440   2.1e-15   54.5   2.0   1   1   2.7e-18   3.4e-15   53.9   2.0   999  1278   180   462   175   493 0.72 chitin synthase D [Cordyceps javanica]
TQW07858.1           -           1768 522at5125            -           1440     6e-14   49.7   5.6   1   1   7.4e-17   9.1e-14   49.1   5.6   999  1277  1323  1604  1304  1621 0.74 chitin synthase D [Cordyceps javanica]
TQW05555.1           -            913 522at5125            -           1440   1.6e-13   48.4   7.4   1   2   2.8e-14   3.5e-11   40.6   0.0  1001  1168   389   564   381   623 0.79 chitin synthase A [Cordyceps javanica]
TQW05555.1           -            913 522at5125            -           1440   1.6e-13   48.4   7.4   2   2   0.00085       1.1    5.9   7.0  1219  1275   713   770   666   778 0.74 chitin synthase A [Cordyceps javanica]
TQW04868.1           -            916 522at5125            -           1440   1.2e-12   45.5   0.4   1   2   7.4e-13   9.1e-10   35.9   0.0  1001  1174   378   553   372   592 0.76 chitin synthase A [Cordyceps javanica]
TQW04868.1           -            916 522at5125            -           1440   1.2e-12   45.5   0.4   2   2   0.00024       0.3    7.7   0.2  1220  1276   695   752   649   819 0.80 chitin synthase A [Cordyceps javanica]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/522at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Cjavanica_IJ2G/run_hypocreales_odb10/hmmer_output/initial_run_results/522at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/522at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:07:34 2024
# [ok]
