#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TQW02838.1           -            767 10046at5125          -            561         0 1044.2  32.4   1   3   2.2e-10   3.6e-07   28.4   1.0     1    29    72   100    72   107 0.93 amino acid transporter [Cordyceps javanica]
TQW02838.1           -            767 10046at5125          -            561         0 1044.2  32.4   2   3   1.6e-39   2.5e-36  124.6   0.5    26   126   139   265   125   270 0.79 amino acid transporter [Cordyceps javanica]
TQW02838.1           -            767 10046at5125          -            561         0 1044.2  32.4   3   3  1.5e-272  2.4e-269  893.8  17.5   123   560   288   757   277   758 0.95 amino acid transporter [Cordyceps javanica]
TQW08246.1           -            636 10046at5125          -            561  4.3e-151  503.5   0.2   1   1  3.7e-154  5.8e-151  503.0   0.2    63   556    98   632    84   635 0.87 amino acid transporter [Cordyceps javanica]
TQW10329.1           -            550 10046at5125          -            561   6.7e-11   40.7  18.3   1   1     6e-14   9.6e-11   40.2  18.3   183   550   152   533   126   541 0.79 amino acid transporter [Cordyceps javanica]
TQW06680.1           -            449 10046at5125          -            561   1.5e-07   29.6  17.5   1   1   4.3e-10   6.8e-07   27.5  17.5   185   417    53   295    45   340 0.74 amino acid transporter [Cordyceps javanica]
TQW09266.1           -            489 10046at5125          -            561     6e-07   27.6  15.3   1   1   8.7e-10   1.4e-06   26.4  15.3   182   531    72   431    57   444 0.72 amino acid transporter [Cordyceps javanica]
TQW05537.1           -            458 10046at5125          -            561    0.0056   14.5  20.1   1   1   5.6e-06    0.0089   13.9  20.1   184   510    55   379    48   400 0.76 amino acid transporter [Cordyceps javanica]
TQW02164.1           -            302 10046at5125          -            561    0.0082   14.0   0.0   1   1     7e-06     0.011   13.6   0.0    16   130   118   229   113   233 0.79 hypothetical protein IF2G_10369 [Cordyceps javanica]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/10046at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Cjavanica_IJ2G/run_hypocreales_odb10/hmmer_output/initial_run_results/10046at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/10046at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:05:28 2024
# [ok]
