#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TQW10563.1           -           1512 3587at5125           -            894         0 1218.9 110.5   1   7   7.3e-89   4.1e-85  285.4   0.0     1   174    14   196    14   196 0.95 hypothetical protein IF2G_01505 [Cordyceps javanica]
TQW10563.1           -           1512 3587at5125           -            894         0 1218.9 110.5   2   7  1.2e-116  6.5e-113  377.3   1.3   197   418   195   428   192   448 0.91 hypothetical protein IF2G_01505 [Cordyceps javanica]
TQW10563.1           -           1512 3587at5125           -            894         0 1218.9 110.5   3   7   3.3e-07    0.0018   15.2  29.7   395   477   445   558   440   568 0.78 hypothetical protein IF2G_01505 [Cordyceps javanica]
TQW10563.1           -           1512 3587at5125           -            894         0 1218.9 110.5   4   7      0.39   2.2e+03   -4.9  23.1   418   498   560   668   548   687 0.60 hypothetical protein IF2G_01505 [Cordyceps javanica]
TQW10563.1           -           1512 3587at5125           -            894         0 1218.9 110.5   5   7   0.00019       1.1    6.0   0.4   504   521   711   728   700   765 0.91 hypothetical protein IF2G_01505 [Cordyceps javanica]
TQW10563.1           -           1512 3587at5125           -            894         0 1218.9 110.5   6   7   6.4e-05      0.35    7.6   0.4   511   535  1007  1031   991  1057 0.77 hypothetical protein IF2G_01505 [Cordyceps javanica]
TQW10563.1           -           1512 3587at5125           -            894         0 1218.9 110.5   7   7  1.1e-168  6.3e-165  549.4  25.0   539   894  1091  1512  1050  1512 0.88 hypothetical protein IF2G_01505 [Cordyceps javanica]
TQW08169.1           -           1120 3587at5125           -            894      0.82    6.4  30.7   1   3   0.00089         5    3.8  15.6   399   477   737   821   732   830 0.75 cytochrome P450-like protein [Cordyceps javanica]
TQW08169.1           -           1120 3587at5125           -            894      0.82    6.4  30.7   2   3   0.00076       4.2    4.1  12.8   396   458   803   864   796   910 0.71 cytochrome P450-like protein [Cordyceps javanica]
TQW08169.1           -           1120 3587at5125           -            894      0.82    6.4  30.7   3   3   0.00011      0.59    6.9   7.0   399   436   840   877   830   959 0.77 cytochrome P450-like protein [Cordyceps javanica]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/3587at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Cjavanica_IJ2G/run_hypocreales_odb10/hmmer_output/initial_run_results/3587at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/3587at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Cjavanica_IJ2G.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:06:50 2024
# [ok]
