#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI72439.1           -           1063 5467at5125           -            659         0 1113.0  17.5   1   5    0.0022       2.5    5.9   0.0     1    19    94   112    94   124 0.90 hypothetical protein G6M90_00g087470 [Metarhizium brunneum]
QLI72439.1           -           1063 5467at5125           -            659         0 1113.0  17.5   2   5  4.4e-178  5.1e-175  583.1   0.7    17   268   153   404   144   407 0.99 hypothetical protein G6M90_00g087470 [Metarhizium brunneum]
QLI72439.1           -           1063 5467at5125           -            659         0 1113.0  17.5   3   5   1.2e-59   1.4e-56  191.7   3.1   253   346   426   519   420   575 0.93 hypothetical protein G6M90_00g087470 [Metarhizium brunneum]
QLI72439.1           -           1063 5467at5125           -            659         0 1113.0  17.5   4   5   3.1e-99   3.5e-96  322.6   0.0   349   610   613   894   605   915 0.85 hypothetical protein G6M90_00g087470 [Metarhizium brunneum]
QLI72439.1           -           1063 5467at5125           -            659         0 1113.0  17.5   5   5   2.8e-06    0.0032   15.4   0.1   588   633   922   983   913  1009 0.77 hypothetical protein G6M90_00g087470 [Metarhizium brunneum]
QLI68933.1           -            591 5467at5125           -            659   6.9e-36  123.3   0.8   1   1   9.4e-39   1.1e-35  122.7   0.8    32   303   296   585   286   588 0.84 hypothetical protein G6M90_00g057620 [Metarhizium brunneum]
QLI74340.1           -            879 5467at5125           -            659   1.7e-35  122.0   0.3   1   3      0.38   4.3e+02   -1.6   0.1   346   405    35    95    27   109 0.51 hypothetical protein G6M90_00g112200 [Metarhizium brunneum]
QLI74340.1           -            879 5467at5125           -            659   1.7e-35  122.0   0.3   2   3   1.9e-25   2.2e-22   78.7   0.0    32   217   109   293    96   303 0.90 hypothetical protein G6M90_00g112200 [Metarhizium brunneum]
QLI74340.1           -            879 5467at5125           -            659   1.7e-35  122.0   0.3   3   3   8.3e-14   9.4e-11   40.3   0.0   264   339   378   453   368   459 0.92 hypothetical protein G6M90_00g112200 [Metarhizium brunneum]
QLI71247.1           -            687 5467at5125           -            659   4.2e-23   81.1   0.0   1   1   5.9e-26   6.7e-23   80.4   0.0    31   223     6   200     2   226 0.85 hypothetical protein G6M90_00g070620 [Metarhizium brunneum]
QLI68410.1           -            883 5467at5125           -            659     1e-17   63.3   0.1   1   2   1.8e-20     2e-17   62.3   0.0   461   593   221   363   207   372 0.82 Tyrosine-protein phosphatase 1 [Metarhizium brunneum]
QLI68410.1           -            883 5467at5125           -            659     1e-17   63.3   0.1   2   2       2.6     3e+03   -4.3   0.0   509   549   817   858   813   868 0.65 Tyrosine-protein phosphatase 1 [Metarhizium brunneum]
QLI69808.1           -            312 5467at5125           -            659   7.4e-16   57.2   0.1   1   1   8.4e-19   9.6e-16   56.8   0.1    29   162     5   141     2   205 0.85 hypothetical protein G6M90_00g064710 [Metarhizium brunneum]
QLI66560.1           -            258 5467at5125           -            659   1.8e-13   49.3   0.7   1   1   1.9e-16   2.2e-13   49.0   0.7    33   212    50   233    23   242 0.79 hypothetical protein G6M90_00g051800 [Metarhizium brunneum]
QLI73638.1           -            570 5467at5125           -            659   0.00022   19.2   0.4   1   1   2.9e-07   0.00033   18.7   0.4   351   452     2   106     1   114 0.72 hypothetical protein G6M90_00g098040 [Metarhizium brunneum]
QLI72978.1           -            540 5467at5125           -            659     0.008   14.1   1.5   1   1   9.9e-06     0.011   13.6   1.5   390   460    53   123    27   133 0.81 hypothetical protein G6M90_00g103620 [Metarhizium brunneum]
QLI69786.1           -            620 5467at5125           -            659     0.026   12.4   0.0   1   1   3.4e-05     0.039   11.8   0.0   379   470    49   143    14   155 0.72 Homeobox protein HOY1 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/5467at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/5467at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/5467at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:36:04 2024
# [ok]
