#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI66603.1           -            659 18648at5125          -            503         0 1008.5  14.5   1   3     5e-18   1.4e-14   52.6   2.3     1    44     1    44     1    69 0.82 25S rRNA (cytosine(2870)-C(5))-methyltransferase [Metarhizium brunneum]
QLI66603.1           -            659 18648at5125          -            503         0 1008.5  14.5   2   3    6e-281  1.7e-277  919.9   0.1    42   469   147   589   141   608 0.95 25S rRNA (cytosine(2870)-C(5))-methyltransferase [Metarhizium brunneum]
QLI66603.1           -            659 18648at5125          -            503         0 1008.5  14.5   3   3   2.9e-15   8.3e-12   43.5   1.2   469   503   617   651   603   651 0.89 25S rRNA (cytosine(2870)-C(5))-methyltransferase [Metarhizium brunneum]
QLI65386.1           -            828 18648at5125          -            503   1.8e-22   78.7   0.0   1   3    0.0002      0.58    7.7   0.0   238   280   149   191   134   197 0.85 Multisite-specific tRNA:(cytosine-C(5))-methyltransferase trm4b [Metarhizium brunneum]
QLI65386.1           -            828 18648at5125          -            503   1.8e-22   78.7   0.0   2   3     2e-21   5.7e-18   63.8   0.0   281   409   235   371   231   385 0.85 Multisite-specific tRNA:(cytosine-C(5))-methyltransferase trm4b [Metarhizium brunneum]
QLI65386.1           -            828 18648at5125          -            503   1.8e-22   78.7   0.0   3   3    0.0052        15    3.0   0.0   433   466   444   477   417   508 0.77 Multisite-specific tRNA:(cytosine-C(5))-methyltransferase trm4b [Metarhizium brunneum]
QLI65831.1           -            587 18648at5125          -            503   9.8e-13   46.5   0.0   1   2   8.4e-13   2.4e-09   35.3   0.0   228   347   198   331   137   335 0.80 25S rRNA (cytosine-C(5))-methyltransferase [Metarhizium brunneum]
QLI65831.1           -            587 18648at5125          -            503   9.8e-13   46.5   0.0   2   2   8.7e-05      0.25    8.9   0.0   385   408   414   437   400   509 0.78 25S rRNA (cytosine-C(5))-methyltransferase [Metarhizium brunneum]
QLI71996.1           -            262 18648at5125          -            503     0.013   13.1   0.0   1   1     6e-06     0.017   12.7   0.0   253   297    28    72     4   107 0.84 hypothetical protein G6M90_00g084080 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/18648at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/18648at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/18648at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:34:11 2024
# [ok]
