#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI71746.1           -            983 4538at5125           -            723         0 1350.0  42.6   1   2  3.3e-115  5.4e-112  374.4   0.1     1   172     1   179     1   218 0.94 Phosphatidylinositol 4-kinase pik1 [Metarhizium brunneum]
QLI71746.1           -            983 4538at5125           -            723         0 1350.0  42.6   2   2  7.6e-294  1.2e-290  965.0  38.6   170   723   242   931   228   931 0.86 Phosphatidylinositol 4-kinase pik1 [Metarhizium brunneum]
QLI72948.1           -           1944 4538at5125           -            723   3.9e-33  113.8   0.2   1   1     6e-36   9.8e-33  112.4   0.2   524   701  1688  1858  1683  1892 0.86 Phosphatidylinositol 4-kinase STT4 [Metarhizium brunneum]
QLI72280.1           -            921 4538at5125           -            723   7.7e-15   53.3   0.0   1   1   7.8e-18   1.3e-14   52.6   0.0   525   708   665   839   661   852 0.78 Phosphatidylinositol 3-kinase, nodule isoform [Metarhizium brunneum]
QLI71766.1           -           2929 4538at5125           -            723   1.4e-08   32.6   0.0   1   2     0.072   1.2e+02   -0.2   0.0   526   582  2595  2659  2592  2671 0.73 Serine/threonine-protein kinase TEL1 [Metarhizium brunneum]
QLI71766.1           -           2929 4538at5125           -            723   1.4e-08   32.6   0.0   2   2   5.4e-11   8.9e-08   29.9   0.0   605   696  2708  2801  2674  2824 0.84 Serine/threonine-protein kinase TEL1 [Metarhizium brunneum]
QLI69202.1           -           2452 4538at5125           -            723   1.6e-06   25.7   0.0   1   1   1.7e-09   2.7e-06   25.0   0.0   624   696  2273  2346  2253  2368 0.85 Protein kinase rad3 [Metarhizium brunneum]
QLI67450.1           -           2433 4538at5125           -            723   1.7e-06   25.7   0.0   1   1   2.5e-09   4.1e-06   24.4   0.0   624   686  2184  2248  2169  2284 0.79 Serine/threonine-protein kinase tor2 [Metarhizium brunneum]
QLI70343.1           -            783 4538at5125           -            723       3.5    4.8  13.3   1   2     0.091   1.5e+02   -0.6   0.4   176   233   326   389   314   399 0.71 hypothetical protein G6M90_00g072120 [Metarhizium brunneum]
QLI70343.1           -            783 4538at5125           -            723       3.5    4.8  13.3   2   2   0.00015      0.24    8.7   6.8   353   434   429   511   403   522 0.86 hypothetical protein G6M90_00g072120 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/4538at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/4538at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/4538at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:35:30 2024
# [ok]
