#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI73623.1           -           1178 5601at5125           -            784         0 1499.5  22.4   1   5     0.014        53    0.5   0.0     1    16    31    46    31    59 0.88 hypothetical protein G6M90_00g102210 [Metarhizium brunneum]
QLI73623.1           -           1178 5601at5125           -            784         0 1499.5  22.4   2   5   2.7e-91     1e-87  293.9   5.3    14   194   237   456   232   473 0.85 hypothetical protein G6M90_00g102210 [Metarhizium brunneum]
QLI73623.1           -           1178 5601at5125           -            784         0 1499.5  22.4   3   5         0         0 1167.6   0.2   189   739   474  1056   465  1091 0.95 hypothetical protein G6M90_00g102210 [Metarhizium brunneum]
QLI73623.1           -           1178 5601at5125           -            784         0 1499.5  22.4   4   5   1.4e-05     0.052   10.5   0.3   736   759  1105  1128  1097  1136 0.85 hypothetical protein G6M90_00g102210 [Metarhizium brunneum]
QLI73623.1           -           1178 5601at5125           -            784         0 1499.5  22.4   5   5   2.1e-12   8.2e-09   33.0   0.2   752   784  1145  1178  1136  1178 0.92 hypothetical protein G6M90_00g102210 [Metarhizium brunneum]
QLI69209.1           -            759 5601at5125           -            784   4.2e-62  209.2   1.8   1   1   3.4e-65   1.3e-61  207.6   1.8   222   648   172   618   149   637 0.82 hypothetical protein G6M90_00g058700 [Metarhizium brunneum]
QLI66691.1           -            661 5601at5125           -            784   3.7e-45  153.2   0.1   1   2     0.003        11    2.7   0.0   221   271   211   261   185   277 0.81 hypothetical protein G6M90_00g049910 [Metarhizium brunneum]
QLI66691.1           -            661 5601at5125           -            784   3.7e-45  153.2   0.1   2   2     3e-47   1.2e-43  148.2   0.0   390   635   382   626   375   640 0.90 hypothetical protein G6M90_00g049910 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/5601at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/5601at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/5601at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:35:43 2024
# [ok]
