#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI74486.1           -            870 8133at5125           -            639  3.5e-303 1006.1  29.8   1   4   3.8e-24   1.5e-20   72.4   3.9     1    57     2    76     2    82 0.82 GTP-binding protein 2 [Metarhizium brunneum]
QLI74486.1           -            870 8133at5125           -            639  3.5e-303 1006.1  29.8   2   4   5.8e-70   2.2e-66  223.8   0.1    54   189   106   261   103   280 0.86 GTP-binding protein 2 [Metarhizium brunneum]
QLI74486.1           -            870 8133at5125           -            639  3.5e-303 1006.1  29.8   3   4    1e-199  3.8e-196  652.5   7.6   178   597   280   786   260   790 0.85 GTP-binding protein 2 [Metarhizium brunneum]
QLI74486.1           -            870 8133at5125           -            639  3.5e-303 1006.1  29.8   4   4   4.3e-21   1.6e-17   62.4   0.5   592   639   822   869   814   869 0.90 GTP-binding protein 2 [Metarhizium brunneum]
QLI67937.1           -            638 8133at5125           -            639   1.5e-55  188.1   1.2   1   2   6.4e-57   2.4e-53  180.7   0.1   105   474    99   459    85   464 0.87 GTP-binding protein 1 [Metarhizium brunneum]
QLI67937.1           -            638 8133at5125           -            639   1.5e-55  188.1   1.2   2   2   0.00036       1.4    6.5   0.1   508   551   464   508   460   567 0.83 GTP-binding protein 1 [Metarhizium brunneum]
QLI74424.1           -            445 8133at5125           -            639     0.031   11.9   0.7   1   3    0.0048        18    2.7   0.0   276   344   114   183   107   238 0.79 Elongation factor Tu [Metarhizium brunneum]
QLI74424.1           -            445 8133at5125           -            639     0.031   11.9   0.7   2   3    0.0027        10    3.6   0.0   438   470   256   288   243   295 0.85 Elongation factor Tu [Metarhizium brunneum]
QLI74424.1           -            445 8133at5125           -            639     0.031   11.9   0.7   3   3    0.0075        28    2.1   0.0   508   560   296   349   289   355 0.72 Elongation factor Tu [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/8133at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/8133at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/8133at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:36:19 2024
# [ok]
