#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI73835.1           -            857 9917at5125           -            653         0 1244.5  22.1   1   4   1.4e-05     0.054   10.9   0.2     1    30     2    36     2    40 0.81 hypothetical protein G6M90_00g100140 [Metarhizium brunneum]
QLI73835.1           -            857 9917at5125           -            653         0 1244.5  22.1   2   4   8.8e-33   3.4e-29  100.7   0.0    14    91    73   158    66   176 0.86 hypothetical protein G6M90_00g100140 [Metarhizium brunneum]
QLI73835.1           -            857 9917at5125           -            653         0 1244.5  22.1   3   4   3.3e-66   1.3e-62  211.2   0.3    91   209   210   328   191   343 0.92 hypothetical protein G6M90_00g100140 [Metarhizium brunneum]
QLI73835.1           -            857 9917at5125           -            653         0 1244.5  22.1   4   4  1.2e-283  4.7e-280  929.6   8.1   211   650   387   846   369   849 0.95 hypothetical protein G6M90_00g100140 [Metarhizium brunneum]
QLI72806.1           -            764 9917at5125           -            653  1.1e-161  538.5   4.7   1   2     0.004        15    2.8   0.0    71    95   136   165   126   176 0.80 hypothetical protein G6M90_00g104310 [Metarhizium brunneum]
QLI72806.1           -            764 9917at5125           -            653  1.1e-161  538.5   4.7   2   2  3.6e-164  1.4e-160  534.9   3.3    93   639   197   760   192   762 0.87 hypothetical protein G6M90_00g104310 [Metarhizium brunneum]
QLI70715.1           -            769 9917at5125           -            653  7.2e-107  357.4  19.6   1   2   3.3e-10   1.3e-06   26.2   0.5   110   207   229   310   225   316 0.87 hypothetical protein G6M90_00g074230 [Metarhizium brunneum]
QLI70715.1           -            769 9917at5125           -            653  7.2e-107  357.4  19.6   2   2  1.9e-102   7.2e-99  330.9  12.9   212   641   356   754   325   763 0.91 hypothetical protein G6M90_00g074230 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/9917at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/9917at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/9917at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:36:17 2024
# [ok]
