#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI67188.1           -           1011 5530at5125           -            785         0 1245.7  23.4   1   2  8.3e-113  3.1e-109  365.4   6.4     1   251     1   293     1   295 0.93 hypothetical protein G6M90_00g034360 [Metarhizium brunneum]
QLI67188.1           -           1011 5530at5125           -            785         0 1245.7  23.4   2   2    4e-267  1.5e-263  875.7   9.0   259   785   383  1009   372  1009 0.91 hypothetical protein G6M90_00g034360 [Metarhizium brunneum]
QLI70035.1           -            559 5530at5125           -            785   2.2e-10   38.5   5.0   1   4   2.7e-05       0.1    9.8   0.0   456   489    84   117    75   122 0.90 Vacuolar protein 8 [Metarhizium brunneum]
QLI70035.1           -            559 5530at5125           -            785   2.2e-10   38.5   5.0   2   4   0.00022      0.83    6.8   0.0   462   525   131   193   118   202 0.56 Vacuolar protein 8 [Metarhizium brunneum]
QLI70035.1           -            559 5530at5125           -            785   2.2e-10   38.5   5.0   3   4   1.1e-06    0.0043   14.4   0.1   452   529   203   281   196   298 0.86 Vacuolar protein 8 [Metarhizium brunneum]
QLI70035.1           -            559 5530at5125           -            785   2.2e-10   38.5   5.0   4   4   0.00021      0.79    6.9   0.2   437   529   356   447   342   453 0.85 Vacuolar protein 8 [Metarhizium brunneum]
QLI73979.1           -            551 5530at5125           -            785   4.2e-09   34.3   0.1   1   4   0.00012      0.44    7.7   0.0   471   531    93   154    84   161 0.86 Importin subunit alpha [Metarhizium brunneum]
QLI73979.1           -            551 5530at5125           -            785   4.2e-09   34.3   0.1   2   4    0.0005       1.9    5.6   0.0   302   355   166   219   153   235 0.82 Importin subunit alpha [Metarhizium brunneum]
QLI73979.1           -            551 5530at5125           -            785   4.2e-09   34.3   0.1   3   4   3.7e-06     0.014   12.7   0.1   432   534   266   368   257   373 0.93 Importin subunit alpha [Metarhizium brunneum]
QLI73979.1           -            551 5530at5125           -            785   4.2e-09   34.3   0.1   4   4     0.003        11    3.1   0.0   454   528   372   449   367   466 0.81 Importin subunit alpha [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/5530at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/5530at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/5530at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:35:55 2024
# [ok]
