#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI65790.1           -           1506 1128at5125           -           1051         0 1834.2  67.3   1   4         0         0 1127.1  11.6     2   553    12   583    11   593 0.98 hypothetical protein G6M90_00g009650 [Metarhizium brunneum]
QLI65790.1           -           1506 1128at5125           -           1051         0 1834.2  67.3   2   4  4.4e-188  6.3e-185  616.0  26.3   559  1008   622  1152   593  1178 0.87 hypothetical protein G6M90_00g009650 [Metarhizium brunneum]
QLI65790.1           -           1506 1128at5125           -           1051         0 1834.2  67.3   3   4   6.2e-20   8.9e-17   59.3   3.2   896   991  1197  1302  1189  1315 0.84 hypothetical protein G6M90_00g009650 [Metarhizium brunneum]
QLI65790.1           -           1506 1128at5125           -           1051         0 1834.2  67.3   4   4   5.8e-17   8.3e-14   49.5   2.6   896   989  1387  1496  1379  1503 0.81 hypothetical protein G6M90_00g009650 [Metarhizium brunneum]
QLI73916.1           -           1130 1128at5125           -           1051     2e-69  233.6  66.5   1   4     4e-14   5.7e-11   40.1   6.2   905   988    41   133    22   136 0.78 hypothetical protein G6M90_00g103260 [Metarhizium brunneum]
QLI73916.1           -           1130 1128at5125           -           1051     2e-69  233.6  66.5   2   4     1e-28   1.5e-25   88.4   7.8   896   994   136   249   133   260 0.84 hypothetical protein G6M90_00g103260 [Metarhizium brunneum]
QLI73916.1           -           1130 1128at5125           -           1051     2e-69  233.6  66.5   3   4   2.7e-20   3.9e-17   60.5   9.2   898   989   269   369   264   387 0.85 hypothetical protein G6M90_00g103260 [Metarhizium brunneum]
QLI73916.1           -           1130 1128at5125           -           1051     2e-69  233.6  66.5   4   4     4e-21   5.8e-18   63.2  19.5   816   985   400   603   384   609 0.75 hypothetical protein G6M90_00g103260 [Metarhizium brunneum]
QLI72956.1           -            904 1128at5125           -           1051   2.5e-45  153.9  36.6   1   3   3.9e-19   5.6e-16   56.7   7.8   897   990   569   671   556   682 0.84 hypothetical protein G6M90_00g097140 [Metarhizium brunneum]
QLI72956.1           -            904 1128at5125           -           1051   2.5e-45  153.9  36.6   2   3   7.6e-19   1.1e-15   55.7   5.4   901   988   684   780   675   789 0.82 hypothetical protein G6M90_00g097140 [Metarhizium brunneum]
QLI72956.1           -            904 1128at5125           -           1051   2.5e-45  153.9  36.6   3   3   2.4e-18   3.4e-15   54.1   7.7   898   989   787   891   781   901 0.78 hypothetical protein G6M90_00g097140 [Metarhizium brunneum]
QLI64221.1           -            666 1128at5125           -           1051   2.7e-26   90.8  10.2   1   1   3.7e-29   5.3e-26   89.9  10.2   816   990    36   236    23   253 0.80 hypothetical protein G6M90_00g015260 [Metarhizium brunneum]
QLI68346.1           -           1855 1128at5125           -           1051   5.1e-22   76.7  17.3   1   1   5.4e-25   7.7e-22   76.1  17.3   814   996    33   241    14   244 0.79 hypothetical protein G6M90_00g050940 [Metarhizium brunneum]
QLI64292.1           -            640 1128at5125           -           1051   5.6e-11   40.1   5.0   1   1   2.7e-13   3.9e-10   37.3   5.0   907   991   523   617   508   628 0.71 Xylosyltransferase oxt [Metarhizium brunneum]
QLI73381.1           -            162 1128at5125           -           1051   1.2e-10   39.0   5.1   1   2     0.031        45    0.7   0.1   800   826    17    44    14    62 0.70 hypothetical protein G6M90_00g099830 [Metarhizium brunneum]
QLI73381.1           -            162 1128at5125           -           1051   1.2e-10   39.0   5.1   2   2   1.3e-13   1.8e-10   38.4   4.7   906   994    33   144    26   161 0.74 hypothetical protein G6M90_00g099830 [Metarhizium brunneum]
QLI73976.1           -            271 1128at5125           -           1051   5.5e-09   33.5   0.4   1   1   4.6e-12   6.6e-09   33.3   0.4   907   992   122   219    97   245 0.78 hypothetical protein G6M90_00g093720 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/1128at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/1128at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/1128at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:33:46 2024
# [ok]
