#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI64118.1           -           1116 4260at5125           -            744         0 1299.1  45.7   1   6  1.4e-121    8e-118  393.9   0.0     1   211     1   230     1   236 0.93 hypothetical protein G6M90_00g022710 [Metarhizium brunneum]
QLI64118.1           -           1116 4260at5125           -            744         0 1299.1  45.7   2   6   2.8e-27   1.6e-23   82.1   1.5   206   261   262   317   239   332 0.86 hypothetical protein G6M90_00g022710 [Metarhizium brunneum]
QLI64118.1           -           1116 4260at5125           -            744         0 1299.1  45.7   3   6   3.1e-31   1.8e-27   95.2   0.1   253   309   338   394   321   402 0.90 hypothetical protein G6M90_00g022710 [Metarhizium brunneum]
QLI64118.1           -           1116 4260at5125           -            744         0 1299.1  45.7   4   6  9.6e-173  5.5e-169  563.1  14.5   308   634   429   837   417   852 0.86 hypothetical protein G6M90_00g022710 [Metarhizium brunneum]
QLI64118.1           -           1116 4260at5125           -            744         0 1299.1  45.7   5   6   1.5e-46   8.6e-43  145.9   2.4   627   717   873   963   858   978 0.87 hypothetical protein G6M90_00g022710 [Metarhizium brunneum]
QLI64118.1           -           1116 4260at5125           -            744         0 1299.1  45.7   6   6   6.1e-09   3.5e-05   21.5   0.7   711   738  1036  1063  1025  1071 0.83 hypothetical protein G6M90_00g022710 [Metarhizium brunneum]
QLI70382.1           -            444 4260at5125           -            744   7.6e-11   40.2   0.6   1   3   4.9e-09   2.8e-05   21.8   0.0   321   370    90   137    79   144 0.92 hypothetical protein G6M90_00g077630 [Metarhizium brunneum]
QLI70382.1           -            444 4260at5125           -            744   7.6e-11   40.2   0.6   2   3   2.9e-05      0.17    9.4   0.0   429   464   172   209   154   230 0.84 hypothetical protein G6M90_00g077630 [Metarhizium brunneum]
QLI70382.1           -            444 4260at5125           -            744   7.6e-11   40.2   0.6   3   3   0.00043       2.5    5.5   0.4   658   699   398   442   390   444 0.72 hypothetical protein G6M90_00g077630 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/4260at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/4260at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/4260at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:35:21 2024
# [ok]
