#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI63432.1           -            786 7154at5125           -            665         0 1274.2  31.8   1   3    1e-282  2.4e-279  927.9  22.9     1   471    23   514    23   527 0.96 Sulfate permease 2 [Metarhizium brunneum]
QLI63432.1           -            786 7154at5125           -            665         0 1274.2  31.8   2   3   1.7e-95   3.8e-92  309.3   0.8   467   639   532   721   528   737 0.92 Sulfate permease 2 [Metarhizium brunneum]
QLI63432.1           -            786 7154at5125           -            665         0 1274.2  31.8   3   3   1.5e-14   3.4e-11   41.8   0.0   621   665   739   783   731   783 0.92 Sulfate permease 2 [Metarhizium brunneum]
QLI73060.1           -            829 7154at5125           -            665  3.8e-276  917.3  26.0   1   3  3.8e-205  8.6e-202  671.6  22.1     3   470    36   526    34   538 0.94 Sulfate permease 2 [Metarhizium brunneum]
QLI73060.1           -            829 7154at5125           -            665  3.8e-276  917.3  26.0   2   3   5.9e-70   1.4e-66  224.9   0.0   457   635   542   738   535   748 0.86 Sulfate permease 2 [Metarhizium brunneum]
QLI73060.1           -            829 7154at5125           -            665  3.8e-276  917.3  26.0   3   3   2.4e-08   5.6e-05   21.3   0.0   629   665   777   815   772   815 0.76 Sulfate permease 2 [Metarhizium brunneum]
QLI63864.1           -            801 7154at5125           -            665  2.1e-220  733.1  20.9   1   2  3.6e-215  8.3e-212  704.7  20.2     7   627    38   716    31   731 0.90 Sulfate permease 2 [Metarhizium brunneum]
QLI63864.1           -            801 7154at5125           -            665  2.1e-220  733.1  20.9   2   2   7.6e-09   1.7e-05   22.9   0.0   623   664   751   792   726   793 0.85 Sulfate permease 2 [Metarhizium brunneum]
QLI65033.1           -            676 7154at5125           -            665   1.8e-76  257.5   7.8   1   1   1.6e-79   3.7e-76  256.5   7.8    33   592    46   619    37   654 0.84 hypothetical protein G6M90_00g026140 [Metarhizium brunneum]
QLI65748.1           -            787 7154at5125           -            665   2.3e-26   91.9  15.5   1   1   2.1e-29   4.8e-26   90.9  15.5    33   476   172   645   164   661 0.72 hypothetical protein G6M90_00g010830 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/7154at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/7154at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/7154at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:36:22 2024
# [ok]
