#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI65449.1           -           1655 1287at5125           -            903         0 1525.5  24.6   1   6      0.68   1.9e+03   -4.4   0.1    12    23    80    91    73    92 0.84 hypothetical protein G6M90_00g025550 [Metarhizium brunneum]
QLI65449.1           -           1655 1287at5125           -            903         0 1525.5  24.6   2   6   3.3e-10   9.5e-07   26.5   1.4    27    58   296   327   281   367 0.79 hypothetical protein G6M90_00g025550 [Metarhizium brunneum]
QLI65449.1           -           1655 1287at5125           -            903         0 1525.5  24.6   3   6   4.8e-05      0.14    9.4   0.6    43    78   411   447   407   458 0.73 hypothetical protein G6M90_00g025550 [Metarhizium brunneum]
QLI65449.1           -           1655 1287at5125           -            903         0 1525.5  24.6   4   6     0.049   1.4e+02   -0.6   0.1    65    92   466   493   460   503 0.84 hypothetical protein G6M90_00g025550 [Metarhizium brunneum]
QLI65449.1           -           1655 1287at5125           -            903         0 1525.5  24.6   5   6         0         0 1398.2   0.4    93   770   612  1343   576  1440 0.92 hypothetical protein G6M90_00g025550 [Metarhizium brunneum]
QLI65449.1           -           1655 1287at5125           -            903         0 1525.5  24.6   6   6   2.8e-33   7.9e-30  102.8   0.0   831   903  1532  1619  1522  1619 0.82 hypothetical protein G6M90_00g025550 [Metarhizium brunneum]
QLI72835.1           -            792 1287at5125           -            903  4.4e-148  494.1   0.0   1   4    0.0035        10    3.2   0.0   159   187   112   136   106   152 0.78 hypothetical protein G6M90_00g099570 [Metarhizium brunneum]
QLI72835.1           -            792 1287at5125           -            903  4.4e-148  494.1   0.0   2   4   1.3e-59   3.7e-56  189.9   0.1   301   513   174   404   153   419 0.84 hypothetical protein G6M90_00g099570 [Metarhizium brunneum]
QLI72835.1           -            792 1287at5125           -            903  4.4e-148  494.1   0.0   3   4   2.2e-86   6.4e-83  278.5   0.0   503   762   421   689   413   700 0.91 hypothetical protein G6M90_00g099570 [Metarhizium brunneum]
QLI72835.1           -            792 1287at5125           -            903  4.4e-148  494.1   0.0   4   4     2e-07   0.00057   17.3   0.0   829   891   714   776   689   784 0.83 hypothetical protein G6M90_00g099570 [Metarhizium brunneum]
QLI63954.1           -           1190 1287at5125           -            903   3.8e-64  216.4   1.5   1   3   3.1e-05     0.087   10.0   0.0   150   188   568   604   561   626 0.83 hypothetical protein G6M90_00g012170 [Metarhizium brunneum]
QLI63954.1           -           1190 1287at5125           -            903   3.8e-64  216.4   1.5   2   3     1e-43   2.9e-40  137.4   0.5   304   619   630   958   620   967 0.83 hypothetical protein G6M90_00g012170 [Metarhizium brunneum]
QLI63954.1           -           1190 1287at5125           -            903   3.8e-64  216.4   1.5   3   3   2.3e-22   6.7e-19   66.7   0.0   596   759   969  1135   957  1170 0.80 hypothetical protein G6M90_00g012170 [Metarhizium brunneum]
QLI66815.1           -           1081 1287at5125           -            903       0.1    9.8   0.0   1   1   5.2e-05      0.15    9.3   0.0   694   771   680   768   674   800 0.72 hypothetical protein G6M90_00g035810 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/1287at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/1287at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/1287at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:34:09 2024
# [ok]
