#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI68187.1           -           1153 7500at5125           -            883         0 1342.3  44.0   1   3         0         0 1246.1  22.2    10   723    30   835    21   863 0.85 Histone deacetylase HOS3 [Metarhizium brunneum]
QLI68187.1           -           1153 7500at5125           -            883         0 1342.3  44.0   2   3   3.4e-13   9.6e-10   36.6   8.4   683   833   869  1023   854  1052 0.59 Histone deacetylase HOS3 [Metarhizium brunneum]
QLI68187.1           -           1153 7500at5125           -            883         0 1342.3  44.0   3   3   1.8e-22   5.3e-19   67.3   1.8   786   875  1041  1134  1028  1140 0.75 Histone deacetylase HOS3 [Metarhizium brunneum]
QLI64376.1           -            744 7500at5125           -            883     7e-16   56.9   0.0   1   2   1.1e-17   3.1e-14   51.5   0.1   258   350   173   268   153   272 0.77 Histone deacetylase clr3 [Metarhizium brunneum]
QLI64376.1           -            744 7500at5125           -            883     7e-16   56.9   0.0   2   2    0.0042        12    3.2   0.0   457   532   347   411   338   454 0.76 Histone deacetylase clr3 [Metarhizium brunneum]
QLI63848.1           -            652 7500at5125           -            883     2e-06   25.6   0.1   1   2   7.1e-10     2e-06   25.6   0.1   299   345   155   199   139   210 0.83 Histone deacetylase 1 [Metarhizium brunneum]
QLI63848.1           -            652 7500at5125           -            883     2e-06   25.6   0.1   2   2       2.8   8.1e+03   -6.1   7.6   719   809   469   555   417   627 0.55 Histone deacetylase 1 [Metarhizium brunneum]
QLI74228.1           -            499 7500at5125           -            883   2.6e-05   22.0   0.1   1   1   1.2e-08   3.6e-05   21.5   0.1   299   346   202   247   177   260 0.84 Histone deacetylase phd1 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/7500at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/7500at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/7500at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:35:46 2024
# [ok]
