#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI69428.1           -           2949 102at5125            -           2262         0 4105.8  53.7   1   7   1.4e-33   7.8e-30  101.9   0.4     1    92     1    80     1    83 0.94 hypothetical protein G6M90_00g056410 [Metarhizium brunneum]
QLI69428.1           -           2949 102at5125            -           2262         0 4105.8  53.7   2   7   3.6e-51   2.1e-47  160.2   0.5    91   202   132   261   127   269 0.92 hypothetical protein G6M90_00g056410 [Metarhizium brunneum]
QLI69428.1           -           2949 102at5125            -           2262         0 4105.8  53.7   3   7    4e-243  2.3e-239  796.8   0.7   201   660   302   816   297   818 0.93 hypothetical protein G6M90_00g056410 [Metarhizium brunneum]
QLI69428.1           -           2949 102at5125            -           2262         0 4105.8  53.7   4   7         0         0 1805.9   2.6   657  1598   847  1895   844  1900 0.94 hypothetical protein G6M90_00g056410 [Metarhizium brunneum]
QLI69428.1           -           2949 102at5125            -           2262         0 4105.8  53.7   5   7   1.5e-42   8.4e-39  131.6   0.4  1586  1657  1911  1982  1906  1986 0.95 hypothetical protein G6M90_00g056410 [Metarhizium brunneum]
QLI69428.1           -           2949 102at5125            -           2262         0 4105.8  53.7   6   7  1.2e-265  6.7e-262  871.6   1.5  1667  2073  2043  2482  2005  2497 0.95 hypothetical protein G6M90_00g056410 [Metarhizium brunneum]
QLI69428.1           -           2949 102at5125            -           2262         0 4105.8  53.7   7   7   9.6e-82   5.5e-78  261.6   7.9  2072  2255  2526  2776  2519  2783 0.83 hypothetical protein G6M90_00g056410 [Metarhizium brunneum]
QLI72407.1           -            406 102at5125            -           2262    0.0073   12.4   3.6   1   1   1.7e-06    0.0098   12.0   3.6   849   916   231   298   213   318 0.85 hypothetical protein G6M90_00g088830 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/102at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/102at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/102at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:33:54 2024
# [ok]
