#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI73060.1           -            829 7179at5125           -            644         0 1190.1  13.5   1   2         0         0 1157.5  10.3     8   615    50   738    46   748 0.93 Sulfate permease 2 [Metarhizium brunneum]
QLI73060.1           -            829 7179at5125           -            644         0 1190.1  13.5   2   2   3.8e-12   8.6e-09   33.6   0.1   609   644   781   817   774   817 0.90 Sulfate permease 2 [Metarhizium brunneum]
QLI63432.1           -            786 7179at5125           -            644  2.6e-251  834.8  17.1   1   2  3.7e-252  8.5e-249  826.5  16.4    23   633    62   735    36   746 0.88 Sulfate permease 2 [Metarhizium brunneum]
QLI63432.1           -            786 7179at5125           -            644  2.6e-251  834.8  17.1   2   2   0.00062       1.4    6.4   0.0   614   643   755   784   738   785 0.81 Sulfate permease 2 [Metarhizium brunneum]
QLI63864.1           -            801 7179at5125           -            644  5.6e-202  671.8   3.3   1   2  6.5e-203  1.5e-199  663.8   3.2     7   604    47   713    42   733 0.88 Sulfate permease 2 [Metarhizium brunneum]
QLI63864.1           -            801 7179at5125           -            644  5.6e-202  671.8   3.3   2   2   0.00088         2    5.9   0.0   609   642   760   793   749   795 0.74 Sulfate permease 2 [Metarhizium brunneum]
QLI65033.1           -            676 7179at5125           -            644   1.9e-78  263.7  14.5   1   1   8.5e-80   1.9e-76  257.1  14.5    25   567    47   611    33   629 0.78 hypothetical protein G6M90_00g026140 [Metarhizium brunneum]
QLI65748.1           -            787 7179at5125           -            644   1.2e-32  112.4  18.1   1   1   1.9e-35   4.4e-32  110.5  18.1    25   429   173   628   165   635 0.75 hypothetical protein G6M90_00g010830 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/7179at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/7179at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/7179at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:36:23 2024
# [ok]
