#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI67700.1           -           1091 8423at5125           -            792         0 1310.2 117.9   1   6   9.3e-06     0.021   12.6   0.4     7    28     1    22     1    30 0.91 Histone acetyltransferase mst2 [Metarhizium brunneum]
QLI67700.1           -           1091 8423at5125           -            792         0 1310.2 117.9   2   6   8.1e-40   1.9e-36  125.2  57.0    24   180    45   236    29   288 0.77 Histone acetyltransferase mst2 [Metarhizium brunneum]
QLI67700.1           -           1091 8423at5125           -            792         0 1310.2 117.9   3   6   7.4e-06     0.017   12.9   1.8   175   205   291   324   271   338 0.81 Histone acetyltransferase mst2 [Metarhizium brunneum]
QLI67700.1           -           1091 8423at5125           -            792         0 1310.2 117.9   4   6     2e-22   4.6e-19   67.7   5.9   198   260   340   402   325   409 0.86 Histone acetyltransferase mst2 [Metarhizium brunneum]
QLI67700.1           -           1091 8423at5125           -            792         0 1310.2 117.9   5   6  3.9e-295  8.8e-292  969.6   0.5   253   661   425   837   421   860 0.98 Histone acetyltransferase mst2 [Metarhizium brunneum]
QLI67700.1           -           1091 8423at5125           -            792         0 1310.2 117.9   6   6   2.2e-43     5e-40  137.0  17.9   643   782   880  1044   871  1053 0.77 Histone acetyltransferase mst2 [Metarhizium brunneum]
QLI71143.1           -            501 8423at5125           -            792   7.6e-89  298.5   9.2   1   1   3.3e-92   7.6e-89  298.5   9.2   292   581   160   451   118   465 0.86 Histone acetyltransferase ESA1 [Metarhizium brunneum]
QLI66580.1           -            709 8423at5125           -            792   5.3e-36  123.7   0.2   1   2   6.4e-06     0.015   13.1   0.7   378   414   331   368   327   375 0.84 Histone acetyltransferase KAT8 [Metarhizium brunneum]
QLI66580.1           -            709 8423at5125           -            792   5.3e-36  123.7   0.2   2   2   1.8e-34   4.1e-31  107.5   0.0   414   549   405   553   396   578 0.85 Histone acetyltransferase KAT8 [Metarhizium brunneum]
QLI69347.1           -            520 8423at5125           -            792       0.2    9.3   3.7   1   1   0.00013      0.29    8.8   3.7    34   122   208   290   188   312 0.70 hypothetical protein G6M90_00g060920 [Metarhizium brunneum]
QLI73716.1           -            825 8423at5125           -            792       3.4    5.3   6.4   1   1    0.0027       6.2    4.4   6.4   692   762   279   353   221   368 0.80 E3 ubiquitin-protein ligase RSP5 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/8423at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/8423at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/8423at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:35:40 2024
# [ok]
