#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
QLI71037.1           -           1290 10188at5125          -            785  3.4e-304 1010.5 123.9   1   9   8.4e-08   0.00048   17.9   0.1     1    24    18    41    18    74 0.83 hypothetical protein G6M90_00g074200 [Metarhizium brunneum]
QLI71037.1           -           1290 10188at5125          -            785  3.4e-304 1010.5 123.9   2   9   0.00066       3.8    5.0   1.8    16    71    74   124    56   131 0.66 hypothetical protein G6M90_00g074200 [Metarhizium brunneum]
QLI71037.1           -           1290 10188at5125          -            785  3.4e-304 1010.5 123.9   3   9    0.0022        13    3.2   2.9    18    51   119   152   106   163 0.72 hypothetical protein G6M90_00g074200 [Metarhizium brunneum]
QLI71037.1           -           1290 10188at5125          -            785  3.4e-304 1010.5 123.9   4   9   9.4e-13   5.3e-09   34.2   2.8    45    81   186   222   175   231 0.87 hypothetical protein G6M90_00g074200 [Metarhizium brunneum]
QLI71037.1           -           1290 10188at5125          -            785  3.4e-304 1010.5 123.9   5   9   8.3e-46   4.7e-42  143.5   6.1    66   173   227   355   222   372 0.81 hypothetical protein G6M90_00g074200 [Metarhizium brunneum]
QLI71037.1           -           1290 10188at5125          -            785  3.4e-304 1010.5 123.9   6   9   9.7e-64   5.5e-60  202.8  20.9   171   340   394   595   372   605 0.86 hypothetical protein G6M90_00g074200 [Metarhizium brunneum]
QLI71037.1           -           1290 10188at5125          -            785  3.4e-304 1010.5 123.9   7   9   6.3e-55   3.6e-51  173.7   4.1   349   477   682   853   608   866 0.84 hypothetical protein G6M90_00g074200 [Metarhizium brunneum]
QLI71037.1           -           1290 10188at5125          -            785  3.4e-304 1010.5 123.9   8   9   2.4e-94   1.4e-90  304.1  22.3   465   641   883  1060   872  1081 0.90 hypothetical protein G6M90_00g074200 [Metarhizium brunneum]
QLI71037.1           -           1290 10188at5125          -            785  3.4e-304 1010.5 123.9   9   9   5.9e-52   3.4e-48  163.9  12.3   635   785  1098  1289  1092  1289 0.79 hypothetical protein G6M90_00g074200 [Metarhizium brunneum]
QLI66052.1           -            252 10188at5125          -            785     0.031   11.9   0.1   1   1   7.4e-06     0.042   11.4   0.1   347   402    93   148    80   166 0.87 hypothetical protein G6M90_00g001130 [Metarhizium brunneum]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/10188at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Mbrunneum_ARSEF4556/run_hypocreales_odb10/hmmer_output/initial_run_results/10188at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/10188at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Mbrunneum4556_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 15:33:48 2024
# [ok]
