#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FRD24_005880-T1      -           1945 4465at5125           -           1024         0 1129.8 245.2   1   8         2   1.1e+04  -11.2   8.7    78   183    42    65    29    83 0.39 FRD24_005880
FRD24_005880-T1      -           1945 4465at5125           -           1024         0 1129.8 245.2   2   8   2.3e-86   1.2e-82  277.9 113.8     1   285    91   461    91   487 0.80 FRD24_005880
FRD24_005880-T1      -           1945 4465at5125           -           1024         0 1129.8 245.2   3   8   8.2e-35   4.4e-31  107.3   0.1   284   364   505   589   495   616 0.90 FRD24_005880
FRD24_005880-T1      -           1945 4465at5125           -           1024         0 1129.8 245.2   4   8  2.6e-173  1.4e-169  565.8  18.3   361   708   760  1148   754  1187 0.85 FRD24_005880
FRD24_005880-T1      -           1945 4465at5125           -           1024         0 1129.8 245.2   5   8   1.2e-63   6.2e-60  202.8   2.6   708   844  1206  1361  1193  1380 0.82 FRD24_005880
FRD24_005880-T1      -           1945 4465at5125           -           1024         0 1129.8 245.2   6   8   3.4e-11   1.8e-07   29.1  32.7   882  1009  1597  1757  1584  1772 0.65 FRD24_005880
FRD24_005880-T1      -           1945 4465at5125           -           1024         0 1129.8 245.2   7   8         2   1.1e+04  -13.8  20.3   944  1010  1833  1899  1774  1904 0.64 FRD24_005880
FRD24_005880-T1      -           1945 4465at5125           -           1024         0 1129.8 245.2   8   8     0.047   2.5e+02   -1.2   0.2  1008  1024  1919  1935  1907  1935 0.82 FRD24_005880
FRD24_000732-T1      -            354 4465at5125           -           1024       4.2    4.7   8.1   1   1    0.0011       5.9    4.2   8.1    18    79   254   315   247   321 0.84 FRD24_000732
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/4465at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Ccateniannulata_FRD_24.proteins.fa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Ccateniannulata_FRD_24/run_hypocreales_odb10/hmmer_output/initial_run_results/4465at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/4465at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Ccateniannulata_FRD_24.proteins.fa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:28:46 2024
# [ok]
