#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH128                -            224 FUN_008597-T1        -            139   6.4e-26   86.9   1.0   1   1   1.2e-28   8.6e-26   86.4   1.0     8   103    38   133    34   138 0.92 -
GT41                 -            705 FUN_008613-T1        -            623   6.5e-16   53.4  11.2   1   3   2.3e-06    0.0016   12.4   1.0    91   169    80   184     4   196 0.55 -
GT41                 -            705 FUN_008613-T1        -            623   6.5e-16   53.4  11.2   2   3   4.6e-08   3.2e-05   18.0   0.0    21   191   227   387   204   399 0.76 -
GT41                 -            705 FUN_008613-T1        -            623   6.5e-16   53.4  11.2   3   3   7.3e-11   5.1e-08   27.3   1.6    58   191   400   530   390   579 0.89 -
CE5                  -            189 FUN_008665-T1        -            214   4.1e-33  110.5   0.2   1   1   8.9e-36   6.2e-33  109.9   0.2     1   189    24   212    24   212 0.87 -
GH2                  -            752 FUN_008671-T1        -            846   6.6e-78  258.3  10.0   1   1   1.2e-80   8.3e-78  258.0  10.0    70   510    22   647     5   805 0.73 -
GT41                 -            705 FUN_008692-T1        -            829   8.6e-23   76.1   3.7   1   4   0.00069      0.48    4.2   0.0   118   168   118   168    11   275 0.74 -
GT41                 -            705 FUN_008692-T1        -            829   8.6e-23   76.1   3.7   2   4   1.7e-12   1.2e-09   32.6   0.5    53   191   538   666   483   669 0.79 -
GT41                 -            705 FUN_008692-T1        -            829   8.6e-23   76.1   3.7   3   4   4.6e-12   3.2e-09   31.2   0.1   124   191   667   734   665   737 0.96 -
GT41                 -            705 FUN_008692-T1        -            829   8.6e-23   76.1   3.7   4   4    0.0002      0.14    6.0   0.1    90   160   745   805   735   818 0.68 -
GH128                -            224 FUN_008708-T1        -            316     3e-62  205.6   0.6   1   1   5.5e-65   3.9e-62  205.3   0.6     9   224    45   278    41   278 0.96 -
AA5_2                -            588 FUN_008855-T1        -            687  2.7e-232  767.9   2.1   1   1  1.8e-234  3.2e-232  767.7   2.1     3   587    77   684    75   685 0.97 -
