#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAF1733246.1         -           1294 5919at5125           -            740  1.8e-255  849.2 116.7   1   9   5.6e-13   2.9e-09   35.2   1.4     1    54     1    57     1    71 0.70 hypothetical protein CRV24_007145 [Beauveria bassiana]
KAF1733246.1         -           1294 5919at5125           -            740  1.8e-255  849.2 116.7   2   9   5.1e-08   0.00027   18.8   7.9    34    86    83   136    69   136 0.81 hypothetical protein CRV24_007145 [Beauveria bassiana]
KAF1733246.1         -           1294 5919at5125           -            740  1.8e-255  849.2 116.7   3   9   2.4e-26   1.2e-22   79.4  18.8    36   144   109   242   108   248 0.76 hypothetical protein CRV24_007145 [Beauveria bassiana]
KAF1733246.1         -           1294 5919at5125           -            740  1.8e-255  849.2 116.7   4   9     0.013        67    1.0   0.2   146   183   282   322   259   326 0.62 hypothetical protein CRV24_007145 [Beauveria bassiana]
KAF1733246.1         -           1294 5919at5125           -            740  1.8e-255  849.2 116.7   5   9   0.00071       3.7    5.1   0.3   158   190   320   353   308   409 0.67 hypothetical protein CRV24_007145 [Beauveria bassiana]
KAF1733246.1         -           1294 5919at5125           -            740  1.8e-255  849.2 116.7   6   9   2.9e-07    0.0015   16.3   0.3   176   235   409   466   403   476 0.77 hypothetical protein CRV24_007145 [Beauveria bassiana]
KAF1733246.1         -           1294 5919at5125           -            740  1.8e-255  849.2 116.7   7   9   2.5e-52   1.3e-48  165.3  22.9   232   355   648   780   507   799 0.74 hypothetical protein CRV24_007145 [Beauveria bassiana]
KAF1733246.1         -           1294 5919at5125           -            740  1.8e-255  849.2 116.7   8   9  1.1e-115  5.8e-112  374.8   6.1   354   581   806  1066   794  1080 0.87 hypothetical protein CRV24_007145 [Beauveria bassiana]
KAF1733246.1         -           1294 5919at5125           -            740  1.8e-255  849.2 116.7   9   9   1.3e-60   6.8e-57  192.7  11.0   584   740  1101  1294  1081  1294 0.79 hypothetical protein CRV24_007145 [Beauveria bassiana]
KAF1737739.1         -            104 5919at5125           -            740     0.085   10.5   0.1   1   2   2.7e-05      0.14    9.8   0.0   144   190     3    50     1    54 0.86 hypothetical protein CRV24_003365 [Beauveria bassiana]
KAF1737739.1         -            104 5919at5125           -            740     0.085   10.5   0.1   2   2      0.24   1.2e+03   -3.2   0.0   532   552    71    91    67    99 0.54 hypothetical protein CRV24_003365 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/5919at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_ERL836/run_hypocreales_odb10/hmmer_output/initial_run_results/5919at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/5919at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:21:52 2024
# [ok]
