#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAF1737414.1         -           1016 8997at5125           -            762         0 1295.4  82.1   1   4     0.016        12    3.3   8.1     2    45     3    52     2    87 0.54 Kinesin-related protein 11 [Beauveria bassiana]
KAF1737414.1         -           1016 8997at5125           -            762         0 1295.4  82.1   2   4   1.1e-28   7.9e-26   89.8  16.8    20   143    76   217    57   221 0.73 Kinesin-related protein 11 [Beauveria bassiana]
KAF1737414.1         -           1016 8997at5125           -            762         0 1295.4  82.1   3   4  1.7e-287  1.3e-284  945.6  20.1   125   615   219   760   214   770 0.90 Kinesin-related protein 11 [Beauveria bassiana]
KAF1737414.1         -           1016 8997at5125           -            762         0 1295.4  82.1   4   4   2.4e-77   1.7e-74  250.7  20.3   586   757   768   975   757   979 0.87 Kinesin-related protein 11 [Beauveria bassiana]
KAF1731712.1         -           1029 8997at5125           -            762   5.3e-62  209.4   2.6   1   1   1.3e-64   9.8e-62  208.6   2.6   180   474    96   377    87   463 0.88 Kinesin-like protein 5 [Beauveria bassiana]
KAF1737324.1         -            921 8997at5125           -            762   1.5e-59  201.3   0.6   1   4     2e-62   1.5e-59  201.3   0.6   149   480     8   329     2   342 0.85 Kinesin heavy chain [Beauveria bassiana]
KAF1737324.1         -            921 8997at5125           -            762   1.5e-59  201.3   0.6   2   4       4.3   3.2e+03   -4.8   1.7   691   732   517   558   482   560 0.54 Kinesin heavy chain [Beauveria bassiana]
KAF1737324.1         -            921 8997at5125           -            762   1.5e-59  201.3   0.6   3   4         1   7.4e+02   -2.7   0.8   688   745   660   716   651   726 0.68 Kinesin heavy chain [Beauveria bassiana]
KAF1737324.1         -            921 8997at5125           -            762   1.5e-59  201.3   0.6   4   4       4.2   3.1e+03   -4.7   2.5   511   556   790   833   773   851 0.59 Kinesin heavy chain [Beauveria bassiana]
KAF1730836.1         -            598 8997at5125           -            762   5.9e-58  196.1   3.1   1   2      0.53   3.9e+02   -1.7   0.0   125   156    26    57     6    64 0.71 Kinesin-like protein KIF1A [Beauveria bassiana]
KAF1730836.1         -            598 8997at5125           -            762   5.9e-58  196.1   3.1   2   2   1.1e-60   7.8e-58  195.7   1.9   181   544   109   476    98   488 0.82 Kinesin-like protein KIF1A [Beauveria bassiana]
KAF1730403.1         -           1746 8997at5125           -            762   1.2e-55  188.4   0.1   1   2       1.2   9.3e+02   -3.0   0.1   144   173     5    34     4    40 0.80 Kinesin-like protein unc-104 [Beauveria bassiana]
KAF1730403.1         -           1746 8997at5125           -            762   1.2e-55  188.4   0.1   2   2   1.7e-58   1.2e-55  188.4   0.1   188   485    76   368    59   374 0.87 Kinesin-like protein unc-104 [Beauveria bassiana]
KAF1737215.1         -           1192 8997at5125           -            762   8.1e-43  146.0  18.9   1   1   3.3e-45   2.4e-42  144.4  18.9   178   742   116   679     6   696 0.68 Kinesin-like protein bimC [Beauveria bassiana]
KAF1733459.1         -            805 8997at5125           -            762   1.8e-36  125.0   0.3   1   3         6   4.4e+03   -5.2   5.2   507   557   193   244   156   343 0.62 Kinesin-like protein klpA [Beauveria bassiana]
KAF1733459.1         -            805 8997at5125           -            762   1.8e-36  125.0   0.3   2   3      0.79   5.8e+02   -2.3   0.0   141   157   454   470   395   477 0.81 Kinesin-like protein klpA [Beauveria bassiana]
KAF1733459.1         -            805 8997at5125           -            762   1.8e-36  125.0   0.3   3   3   2.5e-39   1.8e-36  125.0   0.3   179   483   514   799   491   805 0.82 Kinesin-like protein klpA [Beauveria bassiana]
KAF1733645.1         -           1733 8997at5125           -            762   3.3e-34  117.5  22.4   1   5   2.6e-06    0.0019   15.8   0.0   134   246    42   160     6   166 0.68 Chromosome-associated kinesin KIF4A [Beauveria bassiana]
KAF1733645.1         -           1733 8997at5125           -            762   3.3e-34  117.5  22.4   2   5   1.4e-35   1.1e-32  112.5  19.4   253   632   202   605   193   632 0.65 Chromosome-associated kinesin KIF4A [Beauveria bassiana]
KAF1733645.1         -           1733 8997at5125           -            762   3.3e-34  117.5  22.4   3   5       3.5   2.6e+03   -4.5   6.0   505   623   643   768   636   791 0.62 Chromosome-associated kinesin KIF4A [Beauveria bassiana]
KAF1733645.1         -           1733 8997at5125           -            762   3.3e-34  117.5  22.4   4   5       3.3   2.4e+03   -4.4   3.5   561   598   877   914   811   964 0.44 Chromosome-associated kinesin KIF4A [Beauveria bassiana]
KAF1733645.1         -           1733 8997at5125           -            762   3.3e-34  117.5  22.4   5   5      0.58   4.3e+02   -1.9   0.1    44    67  1556  1579  1521  1583 0.82 Chromosome-associated kinesin KIF4A [Beauveria bassiana]
KAF1737128.1         -            661 8997at5125           -            762   3.3e-30  104.3   0.3   1   2   4.4e-33   3.3e-30  104.3   0.3   198   473    71   333    45   342 0.81 Kinesin-like protein KIF22 [Beauveria bassiana]
KAF1737128.1         -            661 8997at5125           -            762   3.3e-30  104.3   0.3   2   2       1.3   9.7e+02   -3.1   0.9    59   104   411   462   374   492 0.58 Kinesin-like protein KIF22 [Beauveria bassiana]
KAF1734694.1         -            560 8997at5125           -            762   1.1e-11   43.0   0.0   1   1   2.8e-14   2.1e-11   42.1   0.0   252   403    62   223    57   233 0.77 Kinesin-like motor protein 9 [Beauveria bassiana]
KAF1734568.1         -            459 8997at5125           -            762     6e-08   30.7   1.8   1   2     2e-07   0.00015   19.5   1.5   179   408    57   320    53   386 0.63 Kinesin-related protein 6 [Beauveria bassiana]
KAF1734568.1         -            459 8997at5125           -            762     6e-08   30.7   1.8   2   2   0.00032      0.24    8.9   0.0   414   469   399   449   357   456 0.78 Kinesin-related protein 6 [Beauveria bassiana]
KAF1734695.1         -            225 8997at5125           -            762     0.071   10.6   0.2   1   1   0.00013     0.096   10.2   0.2   207   246   103   142    81   148 0.88 Kinesin-like protein subito [Beauveria bassiana]
KAF1737837.1         -            220 8997at5125           -            762     0.074   10.6   0.0   1   1   0.00013     0.097   10.2   0.0   331   389   116   174   105   186 0.85 hypothetical protein CRV24_003464 [Beauveria bassiana]
KAF1738778.1         -            574 8997at5125           -            762      0.11   10.0   0.1   1   1    0.0002      0.15    9.5   0.1    48   104   386   440   364   462 0.73 DNA polymerase iota [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/8997at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_ERL836/run_hypocreales_odb10/hmmer_output/initial_run_results/8997at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/8997at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:22:08 2024
# [ok]
