#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAF1737420.1         -            872 9917at5125           -            653         0 1159.3  15.7   1   4    0.0031        11    3.1   0.1     6    28    10    35     2    42 0.73 hypothetical protein CRV24_003038 [Beauveria bassiana]
KAF1737420.1         -            872 9917at5125           -            653         0 1159.3  15.7   2   4     2e-30   6.9e-27   93.0   0.0    24    98    89   176    77   222 0.82 hypothetical protein CRV24_003038 [Beauveria bassiana]
KAF1737420.1         -            872 9917at5125           -            653         0 1159.3  15.7   3   4   4.9e-61   1.7e-57  194.1   0.2    95   209   231   345   221   356 0.95 hypothetical protein CRV24_003038 [Beauveria bassiana]
KAF1737420.1         -            872 9917at5125           -            653         0 1159.3  15.7   4   4  2.7e-267  9.2e-264  875.6   3.4   213   650   401   861   382   864 0.94 hypothetical protein CRV24_003038 [Beauveria bassiana]
KAF1739165.1         -            707 9917at5125           -            653  3.7e-158  526.7   5.6   1   2     0.011        39    1.3   0.0    72    92    88   108    80   120 0.79 hypothetical protein CRV24_001097 [Beauveria bassiana]
KAF1739165.1         -            707 9917at5125           -            653  3.7e-158  526.7   5.6   2   2  4.1e-161  1.4e-157  524.8   3.9    95   638   149   700   143   705 0.90 hypothetical protein CRV24_001097 [Beauveria bassiana]
KAF1734401.1         -           1279 9917at5125           -            653  5.1e-107  357.7  17.9   1   2   3.1e-13   1.1e-09   36.2   0.1   110   206   217   297   204   307 0.86 hypothetical protein CRV24_005939 [Beauveria bassiana]
KAF1734401.1         -           1279 9917at5125           -            653  5.1e-107  357.7  17.9   2   2   3.8e-99   1.3e-95  320.0  13.0   212   641   368   765   357   772 0.90 hypothetical protein CRV24_005939 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/9917at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_ERL836/run_hypocreales_odb10/hmmer_output/initial_run_results/9917at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/9917at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:22:08 2024
# [ok]
