#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAF1731683.1         -           1309 11019at5125          -            842  4.4e-212  705.8 211.9   1  10         2     1e+04   -7.0   9.3   253   271    13    31     2    40 0.67 hypothetical protein CRV24_007872 [Beauveria bassiana]
KAF1731683.1         -           1309 11019at5125          -            842  4.4e-212  705.8 211.9   2  10   3.7e-35   1.9e-31  108.3   9.4    16   136    51   185    40   189 0.88 hypothetical protein CRV24_007872 [Beauveria bassiana]
KAF1731683.1         -           1309 11019at5125          -            842  4.4e-212  705.8 211.9   3  10   1.8e-32   9.3e-29   99.4  63.4    84   274   182   418   176   423 0.74 hypothetical protein CRV24_007872 [Beauveria bassiana]
KAF1731683.1         -           1309 11019at5125          -            842  4.4e-212  705.8 211.9   4  10       1.1   5.7e+03   -5.8  31.2   240   278   395   433   389   438 0.68 hypothetical protein CRV24_007872 [Beauveria bassiana]
KAF1731683.1         -           1309 11019at5125          -            842  4.4e-212  705.8 211.9   5  10   1.5e-20   7.8e-17   59.9  42.6   251   455   422   649   414   660 0.72 hypothetical protein CRV24_007872 [Beauveria bassiana]
KAF1731683.1         -           1309 11019at5125          -            842  4.4e-212  705.8 211.9   6  10         2     1e+04  -10.3  13.3   238   262   672   696   658   712 0.63 hypothetical protein CRV24_007872 [Beauveria bassiana]
KAF1731683.1         -           1309 11019at5125          -            842  4.4e-212  705.8 211.9   7  10     2e-05       0.1    9.9   1.0   451   480   708   737   703   747 0.83 hypothetical protein CRV24_007872 [Beauveria bassiana]
KAF1731683.1         -           1309 11019at5125          -            842  4.4e-212  705.8 211.9   8  10   1.1e-05     0.057   10.8   0.2   479   503   763   787   756   801 0.86 hypothetical protein CRV24_007872 [Beauveria bassiana]
KAF1731683.1         -           1309 11019at5125          -            842  4.4e-212  705.8 211.9   9  10   3.4e-54   1.8e-50  171.2   1.9   494   627   803   944   794   949 0.86 hypothetical protein CRV24_007872 [Beauveria bassiana]
KAF1731683.1         -           1309 11019at5125          -            842  4.4e-212  705.8 211.9  10  10     8e-88   4.1e-84  282.5  26.3   602   842   953  1299   947  1299 0.83 hypothetical protein CRV24_007872 [Beauveria bassiana]
KAF1734420.1         -            523 11019at5125          -            842     0.018   12.5   0.2   1   1   5.4e-06     0.028   11.8   0.2   668   708   240   280   229   287 0.87 hypothetical protein CRV24_005959 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/11019at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_ERL836/run_hypocreales_odb10/hmmer_output/initial_run_results/11019at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/11019at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:20:00 2024
# [ok]
