#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAF1735150.1         -           3847 49at5125             -           3237         0 6438.4  68.1   1   6  6.1e-130  2.1e-126  421.9   1.5    16   259    56   327    27   335 0.91 Transcription-associated protein 1 [Beauveria bassiana]
KAF1735150.1         -           3847 49at5125             -           3237         0 6438.4  68.1   2   6         0         0 2275.8   6.3   256  1384   356  1610   340  1617 0.94 Transcription-associated protein 1 [Beauveria bassiana]
KAF1735150.1         -           3847 49at5125             -           3237         0 6438.4  68.1   3   6  8.8e-160    3e-156  521.0   3.0  1376  1694  1628  2020  1613  2033 0.90 Transcription-associated protein 1 [Beauveria bassiana]
KAF1735150.1         -           3847 49at5125             -           3237         0 6438.4  68.1   4   6    3e-214  1.1e-210  701.7   2.8  1690  2080  2059  2520  2056  2545 0.90 Transcription-associated protein 1 [Beauveria bassiana]
KAF1735150.1         -           3847 49at5125             -           3237         0 6438.4  68.1   5   6         0         0 1423.4  18.3  2077  2730  2551  3234  2545  3252 0.96 Transcription-associated protein 1 [Beauveria bassiana]
KAF1735150.1         -           3847 49at5125             -           3237         0 6438.4  68.1   6   6         0         0 1121.7   0.2  2723  3237  3308  3847  3303  3847 0.97 Transcription-associated protein 1 [Beauveria bassiana]
KAF1735510.1         -           2415 49at5125             -           3237   1.9e-21   73.6   0.0   1   2     0.033   1.1e+02   -1.9   0.0  2657  2703  1905  1954  1867  1969 0.81 Protein kinase rad3 [Beauveria bassiana]
KAF1735510.1         -           2415 49at5125             -           3237   1.9e-21   73.6   0.0   2   2   1.7e-24   5.8e-21   72.1   0.0  2887  3237  2063  2415  2055  2415 0.88 Protein kinase rad3 [Beauveria bassiana]
KAF1730535.1         -           2424 49at5125             -           3237   2.2e-12   43.6   3.7   1   4    0.0016       5.5    2.4   0.1  1286  1330   831   875   819   899 0.79 Serine/threonine-protein kinase tor2 [Beauveria bassiana]
KAF1730535.1         -           2424 49at5125             -           3237   2.2e-12   43.6   3.7   2   4     0.077   2.7e+02   -3.2   0.0   642   696   929   979   892   989 0.69 Serine/threonine-protein kinase tor2 [Beauveria bassiana]
KAF1730535.1         -           2424 49at5125             -           3237   2.2e-12   43.6   3.7   3   4    0.0049        17    0.8   0.0  2647  2723  1774  1849  1672  1865 0.70 Serine/threonine-protein kinase tor2 [Beauveria bassiana]
KAF1730535.1         -           2424 49at5125             -           3237   2.2e-12   43.6   3.7   4   4   1.5e-14   5.1e-11   39.0   0.0  2881  3172  1997  2290  1957  2322 0.78 Serine/threonine-protein kinase tor2 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/49at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_ERL836/run_hypocreales_odb10/hmmer_output/initial_run_results/49at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/49at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:21:31 2024
# [ok]
