#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
KAF1737755.1         -           1439 1287at5125           -            903         0 1412.5  39.7   1   7      0.18   4.8e+02   -2.5   0.1     8    24    69    85    65    90 0.76 hypothetical protein CRV24_003382 [Beauveria bassiana]
KAF1737755.1         -           1439 1287at5125           -            903         0 1412.5  39.7   2   7   1.7e-08   4.4e-05   20.8   9.5    20    54   206   240   195   283 0.81 hypothetical protein CRV24_003382 [Beauveria bassiana]
KAF1737755.1         -           1439 1287at5125           -            903         0 1412.5  39.7   3   7   0.00084       2.2    5.3   6.0    13    96   278   369   265   390 0.63 hypothetical protein CRV24_003382 [Beauveria bassiana]
KAF1737755.1         -           1439 1287at5125           -            903         0 1412.5  39.7   4   7     0.063   1.6e+02   -0.9   0.2    67   100   423   456   405   466 0.78 hypothetical protein CRV24_003382 [Beauveria bassiana]
KAF1737755.1         -           1439 1287at5125           -            903         0 1412.5  39.7   5   7         0         0 1398.4   0.2    74   802   502  1307   489  1309 0.92 hypothetical protein CRV24_003382 [Beauveria bassiana]
KAF1737755.1         -           1439 1287at5125           -            903         0 1412.5  39.7   6   7   7.7e-05       0.2    8.7   0.9   763   824  1291  1357  1284  1378 0.76 hypothetical protein CRV24_003382 [Beauveria bassiana]
KAF1737755.1         -           1439 1287at5125           -            903         0 1412.5  39.7   7   7      0.51   1.3e+03   -3.9   0.0   812   825  1388  1401  1382  1416 0.86 hypothetical protein CRV24_003382 [Beauveria bassiana]
KAF1738855.1         -            731 1287at5125           -            903  8.2e-149  496.4   0.0   1   3   0.00077         2    5.4   0.0   158   201    75   114    64   118 0.88 uncharacterized protein CRV24_000784 [Beauveria bassiana]
KAF1738855.1         -            731 1287at5125           -            903  8.2e-149  496.4   0.0   2   3    1e-144  2.7e-141  471.6   0.1   295   766   131   651   111   660 0.84 uncharacterized protein CRV24_000784 [Beauveria bassiana]
KAF1738855.1         -            731 1287at5125           -            903  8.2e-149  496.4   0.0   3   3     1e-05     0.027   11.6   0.0   830   886   666   722   651   726 0.88 uncharacterized protein CRV24_000784 [Beauveria bassiana]
KAF1731427.1         -           1189 1287at5125           -            903   1.4e-63  214.3   0.3   1   3   9.2e-06     0.024   11.8   0.0   149   187   563   599   559   611 0.86 uncharacterized protein CRV24_007611 [Beauveria bassiana]
KAF1731427.1         -           1189 1287at5125           -            903   1.4e-63  214.3   0.3   2   3   4.3e-42   1.1e-38  132.0   0.2   306   619   628   954   619   963 0.82 uncharacterized protein CRV24_007611 [Beauveria bassiana]
KAF1731427.1         -           1189 1287at5125           -            903   1.4e-63  214.3   0.3   3   3   1.6e-22     4e-19   67.3   0.0   596   760   965  1132   953  1177 0.78 uncharacterized protein CRV24_007611 [Beauveria bassiana]
KAF1735325.1         -            652 1287at5125           -            903      0.43    7.6  10.3   1   1   0.00025      0.64    7.0  10.3    14   119   444   552   436   574 0.71 hypothetical protein CRV24_004248 [Beauveria bassiana]
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/zack/funannotate_db/hypocreales_odb10/hmms/1287at5125.hmm
# Target file:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa
# Option settings: hmmsearch --domtblout /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all/BUSCO_AA_Bbassiana_ERL836/run_hypocreales_odb10/hmmer_output/initial_run_results/1287at5125.out --cpu 1 /home/zack/funannotate_db/hypocreales_odb10/hmms/1287at5125.hmm /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/Bbassiana_ERL836_protein.faa 
# Current dir:     /home/zack/Desktop/IsariaPreferralGenome/MyGenomeSubmittedToNCBI/HypocrealesProteinSets/BUSCO_AA_all
# Date:            Mon Mar  4 14:20:26 2024
# [ok]
