#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_006366-T1        -           1624 2072at5125           -           1326         0 2039.5  89.3   1   4  2.7e-272  3.1e-270  899.2  67.7     1   746     1   900     1   920 0.82 FUN_006366
FUN_006366-T1        -           1624 2072at5125           -           1326         0 2039.5  89.3   2   4   3.1e-05    0.0035   14.5   0.1   729   774   922   967   909   987 0.83 FUN_006366
FUN_006366-T1        -           1624 2072at5125           -           1326         0 2039.5  89.3   3   4   1.9e-51   2.1e-49  167.5   7.6   779   928  1008  1176   982  1189 0.79 FUN_006366
FUN_006366-T1        -           1624 2072at5125           -           1326         0 2039.5  89.3   4   4  8.3e-291  9.4e-289  960.6   0.0   922  1326  1201  1619  1192  1619 0.96 FUN_006366
FUN_009952-T1        -            904 2072at5125           -           1326   9.2e-82  274.8   0.0   1   2       2.3   2.6e+02   -1.7   0.1   953   977   473   497   470   568 0.90 FUN_009952
FUN_009952-T1        -            904 2072at5125           -           1326   9.2e-82  274.8   0.0   2   2   3.1e-83   3.5e-81  272.9   0.0  1038  1302   630   895   627   901 0.93 FUN_009952
FUN_005330-T1        -           1338 2072at5125           -           1326   4.3e-58  196.4   0.0   1   1   6.9e-60   7.9e-58  195.5   0.0  1035  1305  1033  1306  1027  1313 0.88 FUN_005330
FUN_006201-T1        -           1447 2072at5125           -           1326   3.9e-53  179.9   0.2   1   1   3.4e-55   3.9e-53  179.9   0.2  1042  1303    51   287    27   292 0.92 FUN_006201
FUN_006589-T1        -            639 2072at5125           -           1326   6.8e-40  136.1   0.0   1   1   1.2e-41   1.4e-39  135.0   0.0  1045  1305    16   257    13   263 0.89 FUN_006589
FUN_010961-T1        -            844 2072at5125           -           1326   1.1e-39  135.4   0.0   1   1   9.3e-42   1.1e-39  135.4   0.0  1032  1304   549   821   524   829 0.80 FUN_010961
FUN_003359-T1        -            674 2072at5125           -           1326     6e-39  132.9   0.0   1   1   5.3e-41     6e-39  132.9   0.0  1043  1311    37   286    34   298 0.90 FUN_003359
FUN_001308-T1        -            708 2072at5125           -           1326   2.1e-37  127.8   0.0   1   1   1.9e-39   2.1e-37  127.8   0.0  1041  1304   421   684   407   690 0.83 FUN_001308
FUN_000990-T1        -            890 2072at5125           -           1326   6.3e-36  122.9   0.0   1   2       5.5   6.2e+02   -3.0   2.1   659   711    45    96    12   118 0.59 FUN_000990
FUN_000990-T1        -            890 2072at5125           -           1326   6.3e-36  122.9   0.0   2   2   5.6e-38   6.3e-36  122.9   0.0  1044  1310   616   864   608   868 0.89 FUN_000990
FUN_004611-T1        -            420 2072at5125           -           1326   3.1e-30  104.1   0.0   1   2   1.1e-30   1.3e-28   98.7   0.0  1044  1245    41   232    20   250 0.90 FUN_004611
FUN_004611-T1        -            420 2072at5125           -           1326   3.1e-30  104.1   0.0   2   2      0.08       9.1    3.1   0.0  1274  1308   288   321   279   334 0.84 FUN_004611
FUN_011110-T1        -            412 2072at5125           -           1326   5.8e-30  103.2   0.0   1   1   9.4e-32   1.1e-29  102.3   0.0  1042  1249   143   341   117   348 0.92 FUN_011110
FUN_005124-T1        -            914 2072at5125           -           1326   5.9e-26   89.9   0.1   1   2       1.3   1.4e+02   -0.8   5.0    28    71   135   177   115   309 0.84 FUN_005124
FUN_005124-T1        -            914 2072at5125           -           1326   5.9e-26   89.9   0.1   2   2   5.2e-28   5.9e-26   89.9   0.1  1043  1295   513   754   487   776 0.82 FUN_005124
FUN_010104-T1        -            707 2072at5125           -           1326   8.8e-26   89.3   0.0   1   1   1.2e-27   1.3e-25   88.7   0.0  1043  1298    70   308    34   322 0.82 FUN_010104
FUN_010327-T1        -            322 2072at5125           -           1326   4.7e-25   86.9   0.0   1   1   5.8e-27   6.6e-25   86.4   0.0  1042  1272    81   299    76   306 0.93 FUN_010327
FUN_001874-T1        -            871 2072at5125           -           1326   9.6e-25   85.9   0.3   1   2   4.9e-26   5.5e-24   83.4   0.0  1043  1247    48   252    41   257 0.91 FUN_001874
FUN_001874-T1        -            871 2072at5125           -           1326   9.6e-25   85.9   0.3   2   2       1.6   1.8e+02   -1.2   0.6   632   672   377   414   366   460 0.77 FUN_001874
FUN_003425-T1        -            648 2072at5125           -           1326   7.9e-24   82.8   0.1   1   1     7e-26   7.9e-24   82.8   0.1  1106  1307   355   558   316   566 0.85 FUN_003425
FUN_000140-T1        -            326 2072at5125           -           1326   3.9e-23   80.5   0.0   1   1   4.7e-25   5.4e-23   80.1   0.0  1045  1246    16   207     9   228 0.86 FUN_000140
FUN_007511-T1        -           1187 2072at5125           -           1326   8.4e-23   79.4  12.3   1   2   1.3e-21   1.4e-19   68.7   0.0  1039  1250   110   334    82   393 0.77 FUN_007511
FUN_007511-T1        -           1187 2072at5125           -           1326   8.4e-23   79.4  12.3   2   2   0.00088       0.1    9.6   9.8   298   479   792   977   770   994 0.81 FUN_007511
FUN_005176-T1        -           1100 2072at5125           -           1326   9.2e-23   79.3   0.0   1   2   8.1e-25   9.2e-23   79.3   0.0  1037  1250   188   402   175   416 0.84 FUN_005176
FUN_005176-T1        -           1100 2072at5125           -           1326   9.2e-23   79.3   0.0   2   2         4   4.5e+02   -2.5   7.2   308   414   790   897   721   919 0.82 FUN_005176
FUN_002627-T1        -           1613 2072at5125           -           1326   1.8e-22   78.4   1.0   1   2   1.2e-09   1.4e-07   29.1   0.0  1136  1244   382   497   364   505 0.82 FUN_002627
FUN_002627-T1        -           1613 2072at5125           -           1326   1.8e-22   78.4   1.0   2   2   6.1e-15   6.9e-13   46.6   0.0  1149  1242   800   906   793   965 0.77 FUN_002627
FUN_006414-T1        -            537 2072at5125           -           1326   3.4e-22   77.5   0.1   1   1     3e-24   3.4e-22   77.5   0.1  1107  1248   297   439   288   445 0.85 FUN_006414
FUN_009885-T1        -            455 2072at5125           -           1326   3.6e-22   77.4   0.0   1   2   3.2e-24   3.6e-22   77.4   0.0  1038  1311    18   283     4   298 0.87 FUN_009885
FUN_009885-T1        -            455 2072at5125           -           1326   3.6e-22   77.4   0.0   2   2         4   4.5e+02   -2.5   7.8    30    94   344   409   327   419 0.75 FUN_009885
FUN_007619-T1        -            723 2072at5125           -           1326     1e-21   75.8  11.3   1   4    0.0048      0.54    7.2   0.2  1091  1152    51   118    44   129 0.76 FUN_007619
FUN_007619-T1        -            723 2072at5125           -           1326     1e-21   75.8  11.3   2   4   4.3e-23   4.8e-21   73.6   0.0  1165  1302   159   287   156   299 0.90 FUN_007619
FUN_007619-T1        -            723 2072at5125           -           1326     1e-21   75.8  11.3   3   4       5.1   5.8e+02   -2.8   0.2   258   322   392   457   372   461 0.54 FUN_007619
FUN_007619-T1        -            723 2072at5125           -           1326     1e-21   75.8  11.3   4   4      0.59        67    0.3   1.1   356   470   595   713   511   720 0.65 FUN_007619
FUN_005128-T1        -            532 2072at5125           -           1326   1.4e-21   75.4   0.1   1   1   2.4e-23   2.7e-21   74.5   0.0  1043  1248   180   378   165   384 0.86 FUN_005128
FUN_009898-T1        -            691 2072at5125           -           1326     2e-21   74.9   0.0   1   1   2.5e-23   2.8e-21   74.4   0.0  1043  1252   326   528   311   592 0.83 FUN_009898
FUN_009837-T1        -           1164 2072at5125           -           1326   3.5e-21   74.1   0.0   1   1   1.2e-22   1.3e-20   72.2   0.0  1011  1248   279   532   245   539 0.80 FUN_009837
FUN_010727-T1        -            512 2072at5125           -           1326   8.7e-21   72.8   0.3   1   1   1.2e-22   1.4e-20   72.1   0.3  1059  1253    85   266    69   279 0.86 FUN_010727
FUN_004819-T1        -            765 2072at5125           -           1326   1.3e-20   72.2   0.0   1   1   1.7e-22     2e-20   71.6   0.0  1042  1264   202   431   185   473 0.79 FUN_004819
FUN_004466-T1        -           1092 2072at5125           -           1326   4.6e-20   70.4   0.6   1   3       3.5     4e+02   -2.3   0.4   115   171    22    82     9    95 0.63 FUN_004466
FUN_004466-T1        -           1092 2072at5125           -           1326   4.6e-20   70.4   0.6   2   3   5.1e-20   5.8e-18   63.4   0.4  1034  1192   250   404   234   409 0.87 FUN_004466
FUN_004466-T1        -           1092 2072at5125           -           1326   4.6e-20   70.4   0.6   3   3   3.2e-05    0.0036   14.4   0.0  1203  1252   442   494   430   504 0.85 FUN_004466
FUN_002118-T1        -            375 2072at5125           -           1326   6.7e-20   69.8   0.0   1   1     8e-22   9.1e-20   69.4   0.0  1115  1259   122   266   105   294 0.82 FUN_002118
FUN_007070-T1        -            412 2072at5125           -           1326     3e-19   67.7   0.4   1   2   1.7e-20   1.9e-18   65.0   0.0  1093  1251    61   218    21   221 0.89 FUN_007070
FUN_007070-T1        -            412 2072at5125           -           1326     3e-19   67.7   0.4   2   2      0.44        50    0.7   0.5   241   389   222   373   219   410 0.62 FUN_007070
FUN_001047-T1        -            743 2072at5125           -           1326   8.1e-19   66.2   0.0   1   1   1.3e-20   1.5e-18   65.4   0.0  1092  1278   186   374   164   401 0.85 FUN_001047
FUN_008093-T1        -            466 2072at5125           -           1326   3.6e-18   64.1   0.0   1   1   3.2e-20   3.6e-18   64.1   0.0  1045  1243   110   304   101   322 0.81 FUN_008093
FUN_008983-T1        -            325 2072at5125           -           1326   4.1e-18   63.9   0.0   1   1   8.2e-20   9.3e-18   62.7   0.0  1044  1260     9   236     3   246 0.72 FUN_008983
FUN_000165-T1        -            604 2072at5125           -           1326     6e-18   63.4   0.0   1   1   9.6e-20   1.1e-17   62.5   0.0  1102  1249    80   224    25   230 0.86 FUN_000165
FUN_007908-T1        -           1110 2072at5125           -           1326   7.3e-18   63.1   0.0   1   2       5.5   6.2e+02   -3.0   0.1   414   475   164   224   149   249 0.57 FUN_007908
FUN_007908-T1        -           1110 2072at5125           -           1326   7.3e-18   63.1   0.0   2   2   6.4e-20   7.3e-18   63.1   0.0  1111  1251   853   988   841  1011 0.89 FUN_007908
FUN_003002-T1        -            884 2072at5125           -           1326   7.7e-18   63.0   0.0   1   1   6.8e-20   7.7e-18   63.0   0.0  1042  1270    43   254    35   291 0.80 FUN_003002
FUN_001283-T1        -            632 2072at5125           -           1326   1.8e-17   61.7   0.0   1   1   2.2e-19   2.5e-17   61.3   0.0  1122  1254   366   494   361   546 0.89 FUN_001283
FUN_005699-T1        -            561 2072at5125           -           1326   2.9e-17   61.1   0.0   1   1   3.7e-19   4.2e-17   60.6   0.0  1094  1244   276   422   261   424 0.82 FUN_005699
FUN_010836-T1        -            409 2072at5125           -           1326   4.4e-17   60.5   0.0   1   1   3.9e-19   4.4e-17   60.5   0.0  1045  1222   240   405   208   409 0.90 FUN_010836
FUN_007669-T1        -            418 2072at5125           -           1326   5.7e-17   60.1   0.1   1   1   1.3e-18   1.4e-16   58.8   0.1  1044  1248    28   228    20   242 0.79 FUN_007669
FUN_002996-T1        -            467 2072at5125           -           1326   1.3e-16   58.9   0.0   1   2       6.5   7.3e+02   -3.2   0.0  1005  1079   183   256   175   265 0.68 FUN_002996
FUN_002996-T1        -            467 2072at5125           -           1326   1.3e-16   58.9   0.0   2   2   2.4e-18   2.7e-16   57.9   0.0  1149  1242   292   383   285   387 0.91 FUN_002996
FUN_009182-T1        -            449 2072at5125           -           1326   1.9e-16   58.4   0.0   1   1   2.5e-18   2.8e-16   57.8   0.0  1124  1247     2   117     1   184 0.78 FUN_009182
FUN_002349-T1        -            572 2072at5125           -           1326     2e-16   58.3   0.0   1   2   2.5e-08   2.8e-06   24.7   0.0  1082  1177   144   241   101   245 0.88 FUN_002349
FUN_002349-T1        -            572 2072at5125           -           1326     2e-16   58.3   0.0   2   2   2.7e-10   3.1e-08   31.2   0.0  1181  1301   278   391   277   399 0.77 FUN_002349
FUN_008711-T1        -            646 2072at5125           -           1326   4.1e-16   57.3   3.4   1   3         9     1e+03   -3.7   1.7   276   325    35    85    25   101 0.65 FUN_008711
FUN_008711-T1        -            646 2072at5125           -           1326   4.1e-16   57.3   3.4   2   3   4.2e-12   4.8e-10   37.2   0.0  1041  1195   264   413   259   416 0.89 FUN_008711
FUN_008711-T1        -            646 2072at5125           -           1326   4.1e-16   57.3   3.4   3   3   5.7e-07   6.4e-05   20.2   0.0  1199  1249   442   490   435   510 0.88 FUN_008711
FUN_007176-T1        -            394 2072at5125           -           1326   4.8e-16   57.0   0.0   1   1   5.4e-18   6.1e-16   56.7   0.0  1093  1251    75   239    13   267 0.77 FUN_007176
FUN_004765-T1        -            656 2072at5125           -           1326     5e-16   57.0   0.5   1   2   5.9e-10   6.7e-08   30.1   0.1  1044  1191   257   397   236   399 0.84 FUN_004765
FUN_004765-T1        -            656 2072at5125           -           1326     5e-16   57.0   0.5   2   2   2.2e-08   2.5e-06   24.9   0.0  1203  1249   450   494   438   541 0.84 FUN_004765
FUN_001621-T1        -            516 2072at5125           -           1326   9.3e-16   56.1   0.0   1   1   8.2e-18   9.3e-16   56.1   0.0  1043  1256    66   280    59   308 0.81 FUN_001621
FUN_006902-T1        -            358 2072at5125           -           1326   5.6e-15   53.5   0.0   1   1   6.7e-17   7.5e-15   53.1   0.0  1149  1254   121   220   109   249 0.79 FUN_006902
FUN_008457-T1        -            407 2072at5125           -           1326   8.1e-15   53.0   0.0   1   1   9.7e-17   1.1e-14   52.5   0.0  1038  1242    67   265    45   272 0.83 FUN_008457
FUN_006242-T1        -            523 2072at5125           -           1326   8.7e-15   52.9   0.0   1   1   1.6e-16   1.8e-14   51.9   0.0  1044  1253   113   335   100   337 0.72 FUN_006242
FUN_003295-T1        -            532 2072at5125           -           1326   2.6e-14   51.3   0.0   1   1   3.2e-16   3.6e-14   50.8   0.0  1145  1249   117   231    80   242 0.82 FUN_003295
FUN_004692-T1        -            529 2072at5125           -           1326   4.8e-14   50.4   0.0   1   1   4.2e-16   4.8e-14   50.4   0.0  1124  1248    98   217    24   224 0.81 FUN_004692
FUN_002208-T1        -            929 2072at5125           -           1326   5.6e-14   50.2   4.6   1   3   8.5e-05    0.0097   13.0   0.6  1045  1176    29   173    22   176 0.72 FUN_002208
FUN_002208-T1        -            929 2072at5125           -           1326   5.6e-14   50.2   4.6   2   3   1.2e-10   1.4e-08   32.3   0.0  1204  1305   226   324   208   331 0.79 FUN_002208
FUN_002208-T1        -            929 2072at5125           -           1326   5.6e-14   50.2   4.6   3   3      0.26        29    1.4   1.3    93   182   484   573   477   577 0.81 FUN_002208
FUN_001506-T1        -            533 2072at5125           -           1326   7.7e-14   49.8   0.0   1   1   1.2e-15   1.3e-13   49.0   0.0  1140  1246   140   254    40   261 0.87 FUN_001506
FUN_005087-T1        -            498 2072at5125           -           1326   8.2e-14   49.7   0.1   1   2       6.2     7e+02   -3.1   5.2   568   698    72   199    64   226 0.68 FUN_005087
FUN_005087-T1        -            498 2072at5125           -           1326   8.2e-14   49.7   0.1   2   2   7.3e-16   8.2e-14   49.7   0.1  1094  1248   267   423   209   430 0.76 FUN_005087
FUN_008565-T1        -            705 2072at5125           -           1326     9e-14   49.5   0.0   1   2      0.83        94   -0.2   0.0  1043  1056    41    54    37    62 0.85 FUN_008565
FUN_008565-T1        -            705 2072at5125           -           1326     9e-14   49.5   0.0   2   2   3.8e-15   4.3e-13   47.3   0.0  1121  1249   138   273    80   345 0.80 FUN_008565
FUN_001789-T1        -            806 2072at5125           -           1326   9.2e-14   49.5   0.0   1   1   8.1e-16   9.2e-14   49.5   0.0  1139  1249   489   600   399   618 0.86 FUN_001789
FUN_000911-T1        -            356 2072at5125           -           1326   9.7e-14   49.4   0.0   1   1   1.3e-15   1.5e-13   48.8   0.0  1151  1245   130   224   125   230 0.87 FUN_000911
FUN_003422-T1        -            593 2072at5125           -           1326   1.5e-12   45.5   0.0   1   1   1.9e-14   2.2e-12   44.9   0.0  1045  1239   223   411   220   424 0.83 FUN_003422
FUN_009562-T1        -           1796 2072at5125           -           1326   2.1e-12   45.0   0.0   1   2   1.9e-14   2.1e-12   45.0   0.0  1045  1192   723   864   706   867 0.84 FUN_009562
FUN_009562-T1        -           1796 2072at5125           -           1326   2.1e-12   45.0   0.0   2   2     0.023       2.6    5.0   0.0  1208  1261  1035  1086  1026  1124 0.70 FUN_009562
FUN_003882-T1        -            650 2072at5125           -           1326   2.2e-12   44.9   0.1   1   2   1.5e-11   1.7e-09   35.4   0.2  1044  1195   274   418   268   432 0.76 FUN_003882
FUN_003882-T1        -            650 2072at5125           -           1326   2.2e-12   44.9   0.1   2   2   1.1e-05    0.0012   15.9   0.0  1212  1301   478   566   469   630 0.88 FUN_003882
FUN_001271-T1        -            256 2072at5125           -           1326   4.4e-12   43.9   0.0   1   1   5.4e-14   6.2e-12   43.4   0.0  1151  1244    39   129    29   142 0.84 FUN_001271
FUN_007359-T1        -            651 2072at5125           -           1326   6.5e-12   43.4   0.0   1   1   1.4e-13   1.6e-11   42.1   0.0  1039  1249    51   266    38   272 0.67 FUN_007359
FUN_004324-T1        -            901 2072at5125           -           1326   1.3e-11   42.3   0.1   1   1   1.2e-13   1.3e-11   42.3   0.1  1044  1244   339   531   331   540 0.72 FUN_004324
FUN_004244-T1        -            731 2072at5125           -           1326   9.6e-11   39.5   0.0   1   1   1.3e-12   1.4e-10   38.9   0.0  1147  1253   293   404   288   407 0.84 FUN_004244
FUN_009481-T1        -            328 2072at5125           -           1326   1.2e-10   39.1   0.0   1   1   1.8e-12     2e-10   38.4   0.0  1039  1241    44   243    24   251 0.80 FUN_009481
FUN_002250-T1        -            738 2072at5125           -           1326   1.5e-10   38.8   0.7   1   1   1.4e-12   1.5e-10   38.8   0.7  1042  1253   383   609   373   622 0.74 FUN_002250
FUN_001773-T1        -           1072 2072at5125           -           1326   2.3e-09   34.9   0.0   1   1   5.7e-11   6.5e-09   33.4   0.0  1098  1243   779   921   767   923 0.80 FUN_001773
FUN_004136-T1        -            394 2072at5125           -           1326   5.4e-09   33.7   0.0   1   2       1.3   1.4e+02   -0.9   0.5   307   362    41    99    11   127 0.68 FUN_004136
FUN_004136-T1        -            394 2072at5125           -           1326   5.4e-09   33.7   0.0   2   2     2e-10   2.3e-08   31.6   0.0  1146  1243   198   298   185   338 0.82 FUN_004136
FUN_009589-T1        -           1175 2072at5125           -           1326   5.7e-09   33.6   0.4   1   3      0.21        24    1.7   0.0  1029  1108    94   173    86   198 0.71 FUN_009589
FUN_009589-T1        -           1175 2072at5125           -           1326   5.7e-09   33.6   0.4   2   3   3.3e-09   3.8e-07   27.6   0.0  1151  1193   405   447   398   544 0.62 FUN_009589
FUN_009589-T1        -           1175 2072at5125           -           1326   5.7e-09   33.6   0.4   3   3       4.8   5.4e+02   -2.7   0.1   787   817  1104  1134  1077  1162 0.73 FUN_009589
FUN_003181-T1        -            547 2072at5125           -           1326   1.6e-08   32.1   0.0   1   3       3.3   3.8e+02   -2.2   0.0  1042  1070   189   217   146   232 0.83 FUN_003181
