#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_002821-T1        -           1499 874at5125            -           1285         0 2604.1  13.3   1   1         0         0 2595.2  13.3     3  1285    60  1488    58  1488 0.95 FUN_002821
FUN_004925-T1        -           1516 874at5125            -           1285         0 2106.2   9.4   1   2         0         0 1056.1   0.6     2   627    67   731    66   748 0.94 FUN_004925
FUN_004925-T1        -           1516 874at5125            -           1285         0 2106.2   9.4   2   2         0         0 1052.8   2.7   635  1285   768  1510   745  1510 0.89 FUN_004925
FUN_001927-T1        -           1517 874at5125            -           1285         0 1489.0   7.6   1   2  3.8e-202  1.4e-199  664.6   0.1     7   627    89   737    84   747 0.93 FUN_001927
FUN_001927-T1        -           1517 874at5125            -           1285         0 1489.0   7.6   2   2  1.3e-250  4.7e-248  825.1   4.0   641  1284   786  1498   770  1499 0.89 FUN_001927
FUN_003632-T1        -           1505 874at5125            -           1285  7.2e-299  993.5   7.2   1   2  1.1e-138  4.2e-136  454.3   0.1    92   625   174   707   118   718 0.94 FUN_003632
FUN_003632-T1        -           1505 874at5125            -           1285  7.2e-299  993.5   7.2   2   2    3e-163  1.1e-160  535.7   3.6   684  1280   826  1482   749  1488 0.84 FUN_003632
FUN_002785-T1        -           1471 874at5125            -           1285  1.7e-283  942.5   8.4   1   2  8.2e-135    3e-132  441.5   1.8    93   625   176   713   170   740 0.91 FUN_002785
FUN_002785-T1        -           1471 874at5125            -           1285  1.7e-283  942.5   8.4   2   2  1.5e-153  5.4e-151  503.6   0.6   642  1271   767  1457   755  1468 0.86 FUN_002785
FUN_001589-T1        -           1406 874at5125            -           1285  2.3e-279  928.9  12.8   1   3  2.4e-127  8.9e-125  416.7   0.9    91   635    91   639    41   645 0.90 FUN_001589
FUN_001589-T1        -           1406 874at5125            -           1285  2.3e-279  928.9  12.8   2   3     0.027       9.7    2.5   0.8  1251  1275   679   703   664   712 0.67 FUN_001589
FUN_001589-T1        -           1406 874at5125            -           1285  2.3e-279  928.9  12.8   3   3  1.6e-157  5.8e-155  516.7   0.3   693  1231   761  1315   737  1333 0.90 FUN_001589
FUN_000770-T1        -           1362 874at5125            -           1285  2.5e-221  736.6  21.4   1   2  7.3e-114  2.7e-111  372.1   4.6    92   625   111   628    98   641 0.95 FUN_000770
FUN_000770-T1        -           1362 874at5125            -           1285  2.5e-221  736.6  21.4   2   2  7.1e-112  2.6e-109  365.5   8.9   640  1228   675  1264   667  1282 0.86 FUN_000770
FUN_002994-T1        -           1361 874at5125            -           1285    4e-102  341.7  16.5   1   3   7.3e-44   2.7e-41  140.2   0.0   721   968    97   338    90   360 0.91 FUN_002994
FUN_002994-T1        -           1361 874at5125            -           1285    4e-102  341.7  16.5   2   3   6.3e-57   2.3e-54  183.5   2.1   405   968   384   974   352   981 0.82 FUN_002994
FUN_002994-T1        -           1361 874at5125            -           1285    4e-102  341.7  16.5   3   3   7.2e-07   0.00026   17.6   8.1  1015  1227  1088  1302  1079  1349 0.77 FUN_002994
FUN_002263-T1        -           1068 874at5125            -           1285   4.7e-61  205.6   5.9   1   2   4.7e-46   1.7e-43  147.4   0.0   707   972   359   618   345   624 0.88 FUN_002263
FUN_002263-T1        -           1068 874at5125            -           1285   4.7e-61  205.6   5.9   2   2   2.1e-18   7.7e-16   55.9   5.8   412   624   791  1007   741  1019 0.87 FUN_002263
FUN_006187-T1        -            627 874at5125            -           1285     5e-55  185.7  17.7   1   2   2.2e-48   8.1e-46  155.2   0.8   683  1066     5   401     1   419 0.80 FUN_006187
FUN_006187-T1        -            627 874at5125            -           1285     5e-55  185.7  17.7   2   2   3.4e-11   1.2e-08   32.0  17.1   423   628   352   561   335   573 0.79 FUN_006187
FUN_006190-T1        -           1324 874at5125            -           1285     2e-15   54.5   0.0   1   3     0.048        17    1.7   0.0   706   774   362   427   347   461 0.73 FUN_006190
FUN_006190-T1        -           1324 874at5125            -           1285     2e-15   54.5   0.0   2   3   1.9e-05     0.007   12.9   0.1   809   925   508   618   496   630 0.82 FUN_006190
FUN_006190-T1        -           1324 874at5125            -           1285     2e-15   54.5   0.0   3   3   2.5e-12   9.3e-10   35.7   0.0   701   929  1074  1298  1046  1314 0.76 FUN_006190
FUN_007609-T1        -           1203 874at5125            -           1285     2e-14   51.2   0.1   1   2   2.3e-11   8.4e-09   32.5   0.0   724   925   362   566   341   595 0.73 FUN_007609
FUN_007609-T1        -           1203 874at5125            -           1285     2e-14   51.2   0.1   2   2   1.7e-06    0.0006   16.4   0.0   709   883   983  1156   969  1184 0.73 FUN_007609
FUN_008558-T1        -           1601 874at5125            -           1285   8.7e-14   49.0   0.1   1   2   0.00012     0.045   10.3   0.0   729   905   494   652   487   672 0.73 FUN_008558
FUN_008558-T1        -           1601 874at5125            -           1285   8.7e-14   49.0   0.1   2   2   1.6e-12   5.6e-10   36.4   0.0   725   907  1258  1432  1250  1445 0.86 FUN_008558
