#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_003315-T1        -           1361 2826at5125           -            962         0 1460.4 112.4   1   5   1.1e-11   1.5e-09   35.1   2.7     4    68    29    96    26   100 0.88 FUN_003315
FUN_003315-T1        -           1361 2826at5125           -            962         0 1460.4 112.4   2   5   2.6e-58   3.5e-56  189.5  60.8    42   336   102   500    97   502 0.80 FUN_003315
FUN_003315-T1        -           1361 2826at5125           -            962         0 1460.4 112.4   3   5   9.9e-29   1.3e-26   91.6  21.0   286   412   495   654   477   662 0.76 FUN_003315
FUN_003315-T1        -           1361 2826at5125           -            962         0 1460.4 112.4   4   5   3.8e-08   5.1e-06   23.4   0.5   400   428   685   713   681   733 0.86 FUN_003315
FUN_003315-T1        -           1361 2826at5125           -            962         0 1460.4 112.4   5   5         0         0 1135.4   3.2   383   962   754  1360   730  1360 0.88 FUN_003315
FUN_007650-T1        -           1058 2826at5125           -            962   1.8e-90  303.0   7.4   1   2   2.1e-91   2.9e-89  299.0   0.2   541   812   410   689   404   702 0.93 FUN_007650
FUN_007650-T1        -           1058 2826at5125           -            962   1.8e-90  303.0   7.4   2   2   7.3e-06     0.001   15.9   2.5   846   957   757   871   733   878 0.68 FUN_007650
FUN_007256-T1        -            839 2826at5125           -            962   3.5e-66  222.6   0.2   1   2       3.8   5.1e+02   -3.0   5.5   182   241   262   321   136   376 0.79 FUN_007256
FUN_007256-T1        -            839 2826at5125           -            962   3.5e-66  222.6   0.2   2   2   2.6e-68   3.5e-66  222.6   0.2   560   877   491   833   483   839 0.85 FUN_007256
FUN_008078-T1        -            726 2826at5125           -            962   2.3e-59  200.0   1.0   1   2   1.4e-38   1.9e-36  124.1   0.8   555   712   329   486   314   492 0.96 FUN_008078
FUN_008078-T1        -            726 2826at5125           -            962   2.3e-59  200.0   1.0   2   2   4.6e-26   6.3e-24   82.7   0.0   716   874   518   691   511   707 0.79 FUN_008078
FUN_004242-T1        -            357 2826at5125           -            962   8.8e-36  121.9   0.0   1   1   9.4e-38   1.3e-35  121.4   0.0   575   877    17   302    10   320 0.83 FUN_004242
FUN_004865-T1        -            509 2826at5125           -            962   1.2e-34  118.2   0.4   1   2   1.3e-22   1.8e-20   71.3   0.1   576   713    44   188    21   199 0.90 FUN_004865
FUN_004865-T1        -            509 2826at5125           -            962   1.2e-34  118.2   0.4   2   2   1.6e-14   2.2e-12   44.5   0.0   719   801   315   403   307   421 0.85 FUN_004865
FUN_002486-T1        -            356 2826at5125           -            962   4.6e-34  116.3   0.2   1   1   2.2e-35     3e-33  113.6   0.2   575   874    21   312    16   324 0.81 FUN_002486
FUN_005649-T1        -            394 2826at5125           -            962   1.3e-31  108.1   2.0   1   2   9.8e-32   1.3e-29  101.5   0.3   570   802    27   260    23   266 0.79 FUN_005649
FUN_005649-T1        -            394 2826at5125           -            962   1.3e-31  108.1   2.0   2   2     0.024       3.3    4.2   0.1   837   900   281   343   271   348 0.84 FUN_005649
FUN_007729-T1        -            331 2826at5125           -            962     3e-31  106.9   0.0   1   2   1.2e-30   1.6e-28   97.9   0.0   581   798    13   229     3   235 0.87 FUN_007729
FUN_007729-T1        -            331 2826at5125           -            962     3e-31  106.9   0.0   2   2    0.0033      0.45    7.1   0.0   834   876   252   294   244   326 0.80 FUN_007729
FUN_003444-T1        -            307 2826at5125           -            962     3e-25   87.1   0.0   1   2     2e-25   2.7e-23   80.6   0.0   683   800    22   145    18   160 0.86 FUN_003444
FUN_003444-T1        -            307 2826at5125           -            962     3e-25   87.1   0.0   2   2      0.02       2.7    4.5   0.0   848   875   182   209   172   222 0.88 FUN_003444
FUN_007512-T1        -            767 2826at5125           -            962   8.5e-24   82.3   5.2   1   3     0.062       8.4    2.9   0.0   576   605     5    34     2    44 0.87 FUN_007512
FUN_007512-T1        -            767 2826at5125           -            962   8.5e-24   82.3   5.2   2   3   5.4e-07   7.3e-05   19.6   0.2   649   718   104   173    93   178 0.93 FUN_007512
FUN_007512-T1        -            767 2826at5125           -            962   8.5e-24   82.3   5.2   3   3   7.1e-19   9.7e-17   58.9   0.1   719   888   196   370   189   448 0.78 FUN_007512
FUN_002896-T1        -            334 2826at5125           -            962   9.4e-23   78.8   0.0   1   1   5.1e-24   6.9e-22   76.0   0.0   581   803     7   249     2   323 0.71 FUN_002896
FUN_001501-T1        -            398 2826at5125           -            962   9.1e-21   72.3   0.0   1   2   5.2e-22   7.1e-20   69.3   0.0   581   787    26   229    18   240 0.85 FUN_001501
FUN_001501-T1        -            398 2826at5125           -            962   9.1e-21   72.3   0.0   2   2      0.29        39    0.6   0.0   849   881   253   285   244   314 0.84 FUN_001501
FUN_002760-T1        -            433 2826at5125           -            962   2.4e-20   70.9   0.0   1   2   1.3e-17   1.7e-15   54.8   0.0   577   792    16   233    12   244 0.78 FUN_002760
FUN_002760-T1        -            433 2826at5125           -            962   2.4e-20   70.9   0.0   2   2   2.3e-05    0.0032   14.2   0.0   849   881   253   285   246   377 0.81 FUN_002760
