#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_006316-T1        -           1850 1068at5125           -           1186         0 2289.0  76.4   1   5      0.32   1.1e+02   -0.9   0.0     1    17   349   365   349   383 0.85 FUN_006316
FUN_006316-T1        -           1850 1068at5125           -           1186         0 2289.0  76.4   2   5   2.8e-07   9.6e-05   19.2  11.8     3   100   410   528   408   539 0.70 FUN_006316
FUN_006316-T1        -           1850 1068at5125           -           1186         0 2289.0  76.4   3   5   1.4e-83   4.8e-81  271.9  28.7    65   229   536   715   502   727 0.89 FUN_006316
FUN_006316-T1        -           1850 1068at5125           -           1186         0 2289.0  76.4   4   5         0         0 1385.1  15.9   215   843   731  1401   719  1411 0.95 FUN_006316
FUN_006316-T1        -           1850 1068at5125           -           1186         0 2289.0  76.4   5   5  4.7e-190  1.6e-187  624.5   0.8   855  1186  1458  1847  1431  1847 0.90 FUN_006316
FUN_009054-T1        -           1744 1068at5125           -           1186  2.2e-146  488.3   0.8   1   2   3.9e-92   1.3e-89  300.2   0.1   442   762   849  1165   838  1203 0.87 FUN_009054
FUN_009054-T1        -           1744 1068at5125           -           1186  2.2e-146  488.3   0.8   2   2   1.1e-57   3.7e-55  186.1   0.1   916  1097  1397  1578  1385  1587 0.94 FUN_009054
FUN_001105-T1        -           1127 1068at5125           -           1186  2.5e-140  468.2  11.4   1   3   2.4e-84   8.1e-82  274.4   0.0   395   766   122   477    90   482 0.85 FUN_001105
FUN_001105-T1        -           1127 1068at5125           -           1186  2.5e-140  468.2  11.4   2   3   3.8e-62   1.3e-59  200.9   0.9   935  1097   481   644   476   664 0.93 FUN_001105
FUN_001105-T1        -           1127 1068at5125           -           1186  2.5e-140  468.2  11.4   3   3       1.5   5.2e+02   -3.2   2.3   314   335   822   843   796   857 0.80 FUN_001105
FUN_001258-T1        -           1433 1068at5125           -           1186  2.1e-127  425.4  20.8   1   2   9.1e-75   3.1e-72  242.7  11.1   306   759   385   857   360   868 0.74 FUN_001258
FUN_001258-T1        -           1433 1068at5125           -           1186  2.1e-127  425.4  20.8   2   2   3.6e-58   1.2e-55  187.7   1.8   938  1136   873  1065   864  1075 0.89 FUN_001258
FUN_008627-T1        -            875 1068at5125           -           1186  2.9e-115  385.2   4.7   1   2   1.2e-68   4.2e-66  222.4   0.6   444   717   130   410   115   423 0.91 FUN_008627
FUN_008627-T1        -            875 1068at5125           -           1186  2.9e-115  385.2   4.7   2   2   4.7e-51   1.6e-48  164.2   0.0   928  1093   625   791   562   805 0.93 FUN_008627
FUN_001458-T1        -           1695 1068at5125           -           1186  1.2e-103  346.7   1.0   1   2   1.3e-56   4.2e-54  182.6   0.0   416   759   433   756   397   764 0.86 FUN_001458
