#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_008129-T1        -            741 6918at5125           -            578         0 1032.7  40.8   1   4   1.2e-37   8.7e-36  122.6   8.5     1    68    12    79    12    92 0.93 FUN_008129
FUN_008129-T1        -            741 6918at5125           -            578         0 1032.7  40.8   2   4  1.3e-261  8.9e-260  862.1   5.9    66   520   113   622    79   645 0.91 FUN_008129
FUN_008129-T1        -            741 6918at5125           -            578         0 1032.7  40.8   3   4   3.4e-08   2.4e-06   25.4   2.4   519   556   647   684   626   688 0.79 FUN_008129
FUN_008129-T1        -            741 6918at5125           -            578         0 1032.7  40.8   4   4   4.2e-12     3e-10   38.2   2.5   539   578   692   741   684   741 0.91 FUN_008129
FUN_008338-T1        -            734 6918at5125           -            578   2.8e-56  190.2  14.0   1   2   1.8e-13   1.3e-11   42.7   3.9     8    66    17    74    12    83 0.83 FUN_008338
FUN_008338-T1        -            734 6918at5125           -            578   2.8e-56  190.2  14.0   2   2   7.7e-47   5.4e-45  153.0   2.5    64   501   162   644   146   671 0.78 FUN_008338
FUN_003992-T1        -            638 6918at5125           -            578   2.7e-17   61.5   8.6   1   2    0.0012     0.083   10.4   1.5    17    59    92   135    87   205 0.73 FUN_003992
FUN_003992-T1        -            638 6918at5125           -            578   2.7e-17   61.5   8.6   2   2   3.1e-17   2.2e-15   55.2   0.8   178   293   273   401   260   417 0.82 FUN_003992
FUN_005098-T1        -            670 6918at5125           -            578   1.4e-13   49.3  13.4   1   3   2.8e-07     2e-05   22.3   6.3    15    71    16    72     6    80 0.88 FUN_005098
FUN_005098-T1        -            670 6918at5125           -            578   1.4e-13   49.3  13.4   2   3   1.4e-06    0.0001   20.0   0.2   183   305   212   350   206   361 0.74 FUN_005098
FUN_005098-T1        -            670 6918at5125           -            578   1.4e-13   49.3  13.4   3   3    0.0015      0.11   10.0   0.0   361   444   447   535   436   582 0.84 FUN_005098
FUN_007284-T1        -            766 6918at5125           -            578   3.3e-13   48.0   7.6   1   2   3.1e-09   2.2e-07   28.8   2.7    18    62    21    65    10    87 0.86 FUN_007284
FUN_007284-T1        -            766 6918at5125           -            578   3.3e-13   48.0   7.6   2   2   4.4e-07   3.1e-05   21.7   0.2   192   390   290   487   274   495 0.75 FUN_007284
FUN_000733-T1        -            953 6918at5125           -            578   6.3e-13   47.1   4.4   1   2   0.00029     0.021   12.4   4.7    17    79    96   157    90   172 0.85 FUN_000733
FUN_000733-T1        -            953 6918at5125           -            578   6.3e-13   47.1   4.4   2   2   3.3e-10   2.3e-08   32.0   0.0   183   309   423   567   413   577 0.72 FUN_000733
FUN_005190-T1        -            444 6918at5125           -            578   1.3e-12   46.0  10.4   1   2   4.4e-05    0.0031   15.1   3.6     9    57    24    70    17    94 0.78 FUN_005190
