#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
FUN_002779-T1        -           1065 10599at5125          -            855         0 1358.7   0.0   1   2    8e-197  4.3e-194  646.4   0.0     1   430     1   490     1   531 0.82 FUN_002779
FUN_002779-T1        -           1065 10599at5125          -            855         0 1358.7   0.0   2   2  4.6e-216  2.5e-213  710.1   0.0   407   854   575  1056   547  1057 0.88 FUN_002779
FUN_008680-T1        -            564 10599at5125          -            855  5.6e-180  599.7   0.5   1   3   1.6e-80   8.5e-78  261.7   0.0   122   378    45   291    37   299 0.94 FUN_008680
FUN_008680-T1        -            564 10599at5125          -            855  5.6e-180  599.7   0.5   2   3   5.3e-49   2.8e-46  157.4   0.0   464   609   299   441   293   444 0.95 FUN_008680
FUN_008680-T1        -            564 10599at5125          -            855  5.6e-180  599.7   0.5   3   3     3e-55   1.6e-52  178.1   0.1   741   854   445   559   440   560 0.95 FUN_008680
FUN_006273-T1        -            599 10599at5125          -            855  1.1e-178  595.5   4.5   1   3   1.5e-88   7.9e-86  288.3   0.2   122   376    51   298    27   303 0.93 FUN_006273
FUN_006273-T1        -            599 10599at5125          -            855  1.1e-178  595.5   4.5   2   3   3.5e-45   1.9e-42  144.8   0.0   456   611   301   456   297   475 0.91 FUN_006273
FUN_006273-T1        -            599 10599at5125          -            855  1.1e-178  595.5   4.5   3   3   6.1e-51   3.3e-48  163.8   0.4   729   853   469   596   457   598 0.93 FUN_006273
FUN_008614-T1        -            549 10599at5125          -            855  6.9e-174  579.6   0.0   1   3   6.6e-78   3.5e-75  253.0   0.0   119   378    12   265     5   272 0.92 FUN_008614
FUN_008614-T1        -            549 10599at5125          -            855  6.9e-174  579.6   0.0   2   3   1.8e-48   9.8e-46  155.6   0.0   464   611   274   425   266   434 0.92 FUN_008614
FUN_008614-T1        -            549 10599at5125          -            855  6.9e-174  579.6   0.0   3   3   3.7e-52     2e-49  167.9   0.2   742   853   434   547   427   549 0.94 FUN_008614
FUN_000582-T1        -            568 10599at5125          -            855  1.1e-160  535.9  11.9   1   3   1.2e-73   6.5e-71  238.9   1.9   121   376    47   293    39   300 0.93 FUN_000582
